Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag
LOAN_0000660,CUST_00181,Personal,2021-08-10,532814.68,14.33,24,3,N
LOAN_0000664,CUST_05498,Education,2021-07-15,1475345.7,7.92,120,1,N
LOAN_0000666,CUST_04545,Home,2021-05-29,9059243.06,8.09,120,11,N
LOAN_0000667,CUST_03687,Home,2025-05-11,4557668.98,10.2,120,3,N
LOAN_0000669,CUST_03371,Education,2021-04-01,1233158.69,8.0,60,7,N
LOAN_0000670,CUST_04327,Personal,2022-05-08,1166757.57,11.17,48,8,N
LOAN_0000671,CUST_03227,Education,2021-03-14,1166107.87,10.51,120,60,N
LOAN_0000673,CUST_05827,Home,2022-11-23,4250136.61,7.55,180,2,N
LOAN_0000675,CUST_07935,Auto,2023-02-21,1216541.59,11.21,60,0,N
LOAN_0000676,CUST_07408,Personal,2022-02-03,1160810.6,12.33,60,39,N
LOAN_0000677,CUST_07285,Auto,2021-08-19,1678290.05,11.99,48,10,N
LOAN_0000679,CUST_08396,Auto,2023-12-15,763187.64,10.1,72,15,N
LOAN_0000680,CUST_08266,Home,2021-02-22,9724415.82,7.97,120,6,N
LOAN_0000681,CUST_01208,Auto,2021-02-13,1566540.28,8.35,48,22,N
LOAN_0000682,CUST_03493,Auto,2022-10-05,1069853.26,12.61,72,29,N
LOAN_0000683,CUST_03657,Home,2023-04-01,4884665.3,10.12,300,25,N
LOAN_0000687,CUST_05908,Education,2021-09-30,795636.55,10.31,60,3,N
LOAN_0000688,CUST_06654,Personal,2023-03-28,1023867.89,17.16,48,12,N
LOAN_0000689,CUST_06516,Education,2021-03-21,1910429.62,7.77,60,3,N
LOAN_0000690,CUST_03158,Auto,2021-04-18,928733.27,12.35,60,14,N
LOAN_0000694,CUST_08827,Home,2023-10-05,7554275.21,9.97,120,2,N
LOAN_0000696,CUST_09729,Home,2022-03-19,9461300.33,9.93,120,13,N
LOAN_0000697,CUST_07694,Home,2023-04-19,4093122.14,9.11,120,11,N
LOAN_0000698,CUST_02155,Home,2022-07-29,4129646.77,9.83,300,75,N
LOAN_0000699,CUST_04619,Personal,2023-12-10,303682.36,12.03,48,6,N
LOAN_0000703,CUST_05903,Personal,2025-09-30,178666.0,17.17,24,10,N
LOAN_0000709,CUST_02641,Home,2026-06-16,6336489.79,8.91,300,2,N
LOAN_0000710,CUST_02400,Personal,2023-05-23,1346066.84,15.99,60,2,N
LOAN_0000712,CUST_08677,Home,2022-11-03,4126512.44,9.68,120,3,N
LOAN_0000714,CUST_06214,Education,2024-01-05,735281.57,10.91,60,2,N
LOAN_0000717,CUST_08394,Personal,2021-08-23,1323117.5,10.59,60,2,N
LOAN_0000719,CUST_09811,Personal,2021-12-16,737860.82,15.83,60,3,N
LOAN_0000720,CUST_00071,Home,2024-05-11,7918149.14,8.32,180,19,N
LOAN_0000722,CUST_10013,Auto,2021-07-10,1593750.1,9.37,72,1,N
LOAN_0000724,CUST_02839,Personal,2024-04-04,1357142.71,16.47,24,11,N
LOAN_0000726,CUST_06442,Personal,2022-12-11,598837.6,16.59,60,2,N
LOAN_0000727,CUST_06846,Personal,2021-05-04,835061.07,15.74,60,1,N
LOAN_0000731,CUST_09419,Auto,2022-09-24,1798427.45,10.11,60,1,N
LOAN_0000732,CUST_08546,Education,2021-03-26,1191407.88,12.03,120,0,N
LOAN_0000733,CUST_02973,Personal,2024-02-18,188327.97,14.96,48,1,N
LOAN_0000734,CUST_09550,Personal,2023-02-28,745520.49,16.66,36,12,N
LOAN_0000735,CUST_07886,Home,2022-07-26,6074107.2,8.4,120,10,N
LOAN_0000736,CUST_08986,Auto,2021-06-08,1217936.73,9.57,48,12,N
LOAN_0000738,CUST_06933,Auto,2025-08-12,806899.88,11.61,36,15,N
LOAN_0000743,CUST_07307,Personal,2021-08-07,272389.19,12.62,36,12,N
LOAN_0000745,CUST_08109,Auto,2023-07-16,1298934.63,10.12,60,12,N
LOAN_0000749,CUST_06580,Education,2023-04-14,282529.34,11.05,120,4,N
LOAN_0000753,CUST_06859,Auto,2023-07-12,2398478.96,12.34,72,4,N
LOAN_0000755,CUST_08678,Personal,2021-08-16,860569.94,14.59,24,4,N
LOAN_0000757,CUST_00268,Auto,2023-03-09,1627339.46,8.46,72,3,N
LOAN_0000758,CUST_00127,Home,2022-09-27,2968902.03,9.42,180,8,N
LOAN_0000759,CUST_02956,Personal,2021-03-27,593275.45,12.12,48,8,N
LOAN_0000761,CUST_05787,Auto,2021-05-18,934978.19,9.58,60,3,N
LOAN_0000764,CUST_04316,Home,2022-01-20,2566927.82,10.14,180,4,N
LOAN_0000765,CUST_02028,Personal,2024-03-25,667777.73,11.3,24,15,N
LOAN_0000766,CUST_03783,Home,2023-07-20,9231568.4,9.6,300,14,N
LOAN_0000767,CUST_09408,Home,2024-10-28,4248563.78,7.8,240,1,N
LOAN_0000768,CUST_09578,Personal,2023-05-21,1300937.73,13.27,24,5,N
LOAN_0000769,CUST_06004,Personal,2022-10-24,1108077.3,12.61,60,3,N
LOAN_0000770,CUST_10083,Education,2023-01-04,1397338.99,11.69,84,6,N
LOAN_0000771,CUST_02558,Personal,2022-12-26,1012341.91,13.5,48,4,N
LOAN_0000772,CUST_09795,Auto,2021-06-03,1678931.35,11.81,48,5,N
LOAN_0000773,CUST_08538,Personal,2022-12-21,169098.72,13.04,48,11,N
LOAN_0000775,CUST_04181,Personal,2023-03-27,1264991.52,16.66,48,2,N
LOAN_0000777,CUST_02992,Education,2022-09-09,272727.88,11.01,120,1,N
LOAN_0000779,CUST_05974,Personal,2021-06-25,1052789.44,10.89,48,1,N
LOAN_0000787,CUST_10197,Auto,2021-05-11,583097.31,8.05,72,1,N
LOAN_0000791,CUST_01123,Home,2021-06-07,8295947.96,10.16,180,13,N
LOAN_0000793,CUST_05729,Home,2021-02-22,7813817.85,9.97,240,10,N
LOAN_0000794,CUST_01266,Education,2021-05-09,1912768.31,10.5,120,7,N
LOAN_0000795,CUST_06292,Home,2024-06-15,2249586.95,10.09,120,0,N
LOAN_0000797,CUST_09436,Home,2021-12-21,3082978.42,7.05,240,5,N
LOAN_0000800,CUST_10155,Personal,2024-02-17,366433.33,16.86,48,5,N
LOAN_0000801,CUST_10001,Personal,2023-09-21,1310188.07,14.27,48,1,N
LOAN_0000802,CUST_07188,Home,2021-09-19,5854154.12,10.06,120,0,N
LOAN_0000803,CUST_04766,Personal,2021-03-19,651155.69,14.31,48,95,Y
LOAN_0000806,CUST_06975,Home,2021-07-14,5144320.27,8.94,300,8,N
LOAN_0000810,CUST_01359,Personal,2024-04-19,450393.39,16.94,60,8,N
LOAN_0000811,CUST_09583,Home,2023-08-16,4614170.65,10.33,300,0,N
LOAN_0000812,CUST_04545,Home,2022-07-19,4134334.19,8.38,240,1,N
LOAN_0000815,CUST_06863,Home,2021-07-26,6637659.91,9.39,180,2,N
LOAN_0000816,CUST_08443,Auto,2021-09-22,2317084.54,8.62,36,0,N
LOAN_0000821,CUST_03227,Education,2021-07-07,986304.14,11.57,120,25,N
LOAN_0000823,CUST_03091,Personal,2023-09-06,814883.39,13.69,48,53,N
LOAN_0000827,CUST_05151,Home,2022-01-11,2226465.46,8.08,240,5,N
LOAN_0000833,CUST_01576,Education,2022-08-10,869595.11,10.34,60,12,N
LOAN_0000835,CUST_04049,Auto,2022-09-30,1599794.58,9.31,60,3,N
LOAN_0000837,CUST_08639,Home,2021-01-21,7041644.73,8.28,180,1,N
LOAN_0000839,CUST_04702,Personal,2024-09-04,929338.82,10.64,48,6,N
LOAN_0000840,CUST_05845,Personal,2022-06-06,989916.96,14.12,60,7,N
LOAN_0000845,CUST_02608,Home,2021-12-22,9573865.57,7.4,300,2,N
LOAN_0000847,CUST_10100,Auto,2022-10-20,535825.46,10.29,36,1,N
LOAN_0000849,CUST_00623,Education,2022-01-23,1047755.72,12.21,84,0,N
LOAN_0000851,CUST_03883,Education,2023-03-14,1891752.07,11.86,60,23,N
LOAN_0000854,CUST_06778,Personal,2022-10-04,1319844.81,17.11,36,1,N
LOAN_0000858,CUST_03625,Personal,2022-08-24,239780.44,12.34,60,4,N
LOAN_0000860,CUST_09125,Auto,2023-05-01,2348042.6,9.14,72,2,N
LOAN_0000861,CUST_07194,Auto,2021-10-09,2347815.26,8.9,72,0,N
LOAN_0000864,CUST_10133,Education,2022-12-28,468252.28,10.14,84,7,N
LOAN_0000872,CUST_07347,Education,2025-03-13,1048360.15,11.77,120,17,N
LOAN_0000873,CUST_02992,Auto,2022-05-19,2479819.05,12.8,60,5,N
LOAN_0000877,CUST_09747,Personal,2021-12-08,865801.08,13.08,36,4,N
LOAN_0000880,CUST_01486,Personal,2021-06-01,126544.12,11.12,48,0,N
LOAN_0000881,CUST_00155,Home,2021-01-28,3910499.1,8.18,240,18,N
LOAN_0000883,CUST_05726,Home,2021-09-19,5591768.26,9.42,240,0,N
LOAN_0000884,CUST_08171,Home,2024-07-15,6986123.95,8.06,120,17,N
LOAN_0000886,CUST_09497,Auto,2023-05-15,1981764.05,10.22,72,0,N
LOAN_0000887,CUST_10050,Personal,2024-03-29,724557.94,11.6,24,4,N
LOAN_0000888,CUST_01572,Home,2023-08-15,9338178.08,8.12,300,16,N
LOAN_0000889,CUST_04407,Auto,2021-02-26,2474317.27,8.41,36,2,N
LOAN_0000890,CUST_05936,Personal,2021-12-14,362311.21,16.39,24,10,N
LOAN_0000893,CUST_00452,Personal,2021-06-18,473366.65,17.52,60,3,N
LOAN_0000894,CUST_05706,Home,2022-03-20,2324789.3,9.58,180,7,N
LOAN_0000895,CUST_00002,Personal,2024-06-06,470299.6,17.03,48,7,N
LOAN_0000896,CUST_01690,Auto,2023-09-23,2465971.78,11.15,72,7,N
LOAN_0000897,CUST_00827,Personal,2021-12-20,611187.56,16.74,48,6,N
LOAN_0000901,CUST_02195,Education,2021-03-28,1706567.39,8.63,120,0,N
LOAN_0000903,CUST_04258,Auto,2022-11-11,791356.41,8.06,48,6,N
LOAN_0000906,CUST_08062,Auto,2021-10-26,1135572.79,9.95,36,5,N
LOAN_0000909,CUST_03684,Home,2021-07-02,7291389.04,9.12,300,11,N
LOAN_0000910,CUST_01085,Education,2026-02-19,552696.73,9.74,60,5,N
LOAN_0000912,CUST_04507,Auto,2022-07-01,1998716.67,11.66,36,8,N
LOAN_0000914,CUST_02828,Home,2022-06-17,4273578.84,8.34,240,25,N
LOAN_0000917,CUST_07965,Personal,2022-02-06,194809.48,14.56,36,6,N
LOAN_0000918,CUST_05717,Personal,2022-07-12,1403596.73,14.82,48,3,N
LOAN_0000919,CUST_00239,Personal,2022-07-28,611781.73,17.3,60,6,N
LOAN_0000920,CUST_03887,Home,2024-01-23,5504105.58,10.16,180,0,N
LOAN_0000921,CUST_08732,Education,2023-01-31,1890651.3,10.67,60,60,N
LOAN_0000925,CUST_00864,Home,2023-06-02,7344659.31,9.78,300,1,N
LOAN_0000926,CUST_04004,Auto,2024-07-13,2458016.57,11.11,60,1,N
LOAN_0000927,CUST_03215,Home,2025-10-04,4923547.99,9.26,240,10,N
LOAN_0000928,CUST_02454,Home,2023-06-26,4101866.82,7.16,120,9,N
LOAN_0000929,CUST_03693,Home,2021-06-26,5700142.82,7.48,240,24,N
LOAN_0000930,CUST_00892,Personal,2021-11-22,1375187.18,15.6,36,12,N
LOAN_0000931,CUST_05250,Education,2025-01-11,337591.03,11.76,60,2,N
LOAN_0000932,CUST_02902,Personal,2022-04-20,471595.48,15.6,48,16,N
LOAN_0000934,CUST_06437,Home,2022-02-12,7339595.75,7.37,120,4,N
LOAN_0000935,CUST_03196,Auto,2024-04-09,2201634.9,9.61,72,7,N
LOAN_0000936,CUST_02073,Personal,2023-06-15,866694.52,13.42,36,16,N
LOAN_0000939,CUST_02332,Auto,2025-07-06,2136105.22,12.16,60,12,N
LOAN_0000946,CUST_06176,Personal,2025-01-07,1248976.43,16.72,60,1,N
LOAN_0000948,CUST_07062,Education,2022-08-25,1277116.17,11.43,120,5,N
LOAN_0000953,CUST_03244,Home,2024-09-14,6000371.37,7.57,180,150,Y
LOAN_0000956,CUST_00927,Personal,2021-11-14,967846.62,12.21,48,12,N
LOAN_0000957,CUST_08650,Home,2023-10-25,3400243.56,8.96,240,15,N
LOAN_0000959,CUST_10038,Home,2024-01-19,5140148.66,7.6,120,0,N
LOAN_0000961,CUST_04844,Home,2021-02-03,7487218.51,8.05,300,1,N
LOAN_0000962,CUST_04844,Personal,2022-06-05,1077666.94,11.91,24,1,N
LOAN_0000965,CUST_01495,Home,2022-10-30,4787043.21,8.27,120,0,N
LOAN_0000966,CUST_10123,Personal,2023-10-22,880628.76,14.75,36,6,N
LOAN_0000969,CUST_02888,Home,2021-11-18,7257534.51,9.42,300,3,N
LOAN_0000971,CUST_04063,Education,2024-04-12,956232.26,7.75,84,4,N
LOAN_0000973,CUST_02764,Home,2022-04-30,3328361.79,7.43,180,11,N
LOAN_0000974,CUST_09718,Home,2024-12-15,9300777.51,8.46,240,10,N
LOAN_0000975,CUST_04151,Auto,2024-11-05,881137.19,8.06,60,31,N
LOAN_0000976,CUST_10050,Home,2023-09-10,3710398.87,7.58,240,3,N
LOAN_0000977,CUST_09914,Education,2022-09-21,1163495.57,8.18,120,4,N
LOAN_0000978,CUST_05932,Education,2021-07-06,995336.52,9.36,60,2,N
LOAN_0000980,CUST_03338,Home,2021-11-24,6559000.8,8.37,180,10,N
LOAN_0000982,CUST_06936,Home,2022-07-22,8044455.41,7.73,300,6,N
LOAN_0000983,CUST_06285,Personal,2023-03-25,241978.53,13.83,48,9,N
LOAN_0000986,CUST_09559,Personal,2021-10-20,171869.43,11.04,36,7,N
LOAN_0000987,CUST_09690,Personal,2023-05-26,384281.68,11.06,48,7,N
LOAN_0000988,CUST_08912,Personal,2021-11-24,163643.01,13.26,24,8,N
LOAN_0000989,CUST_02451,Home,2022-06-08,6359943.69,8.57,180,7,N
LOAN_0000990,CUST_08892,Home,2022-01-07,7922533.95,7.11,120,0,N
LOAN_0000991,CUST_08651,Home,2021-05-10,8402395.97,8.18,180,0,N
LOAN_0000994,CUST_06171,Auto,2023-09-02,2165988.26,11.42,36,18,N
LOAN_0000996,CUST_00353,Personal,2023-05-16,1335780.11,10.78,48,16,N
LOAN_0000999,CUST_02784,Home,2023-10-01,6944159.44,10.01,240,21,N
LOAN_0001001,CUST_06099,Personal,2023-02-25,1294608.01,10.96,48,1,N
LOAN_0001003,CUST_09208,Home,2024-07-20,3516989.52,8.63,240,8,N
LOAN_0001004,CUST_09016,Home,2023-11-03,3141281.57,8.68,240,6,N
LOAN_0001005,CUST_05764,Personal,2021-08-28,1021301.41,11.37,48,2,N
LOAN_0001007,CUST_09736,Personal,2023-09-10,1257287.74,16.2,48,1,N
LOAN_0001009,CUST_01072,Personal,2021-09-19,1126022.8,12.43,36,7,N
LOAN_0001010,CUST_09484,Personal,2021-02-03,515267.13,13.28,48,12,N
LOAN_0001011,CUST_05372,Personal,2021-04-07,1179642.5,15.18,36,90,Y
LOAN_0001012,CUST_02971,Home,2021-08-04,7835138.83,9.27,240,1,N
LOAN_0001018,CUST_08048,Personal,2021-08-28,493340.69,15.42,24,1,N
LOAN_0001020,CUST_04055,Home,2022-03-06,5377954.24,8.39,240,5,N
LOAN_0001022,CUST_02562,Education,2021-03-26,289970.16,12.08,60,10,N
LOAN_0001027,CUST_03502,Personal,2022-06-18,695693.12,16.17,24,19,N
LOAN_0001031,CUST_09607,Home,2023-09-02,9868262.55,7.16,120,2,N
LOAN_0001032,CUST_01210,Home,2022-07-07,2693478.23,9.21,180,2,N
LOAN_0001033,CUST_03026,Personal,2022-10-17,1099251.82,12.44,36,15,N
LOAN_0001035,CUST_00348,Home,2021-05-01,6593947.84,7.04,120,3,N
LOAN_0001036,CUST_06842,Home,2022-08-11,8429221.97,9.67,180,3,N
LOAN_0001037,CUST_03907,Education,2021-06-09,1905962.35,7.79,60,8,N
LOAN_0001038,CUST_07638,Personal,2023-01-06,575141.63,12.47,48,90,Y
LOAN_0001039,CUST_04498,Home,2024-07-23,7571691.3,9.69,180,10,N
LOAN_0001041,CUST_04190,Auto,2023-01-15,450441.56,11.46,60,3,N
LOAN_0001044,CUST_08894,Personal,2025-01-17,512863.67,16.83,48,0,N
LOAN_0001047,CUST_05688,Personal,2022-05-21,447106.6,11.41,48,15,N
LOAN_0001050,CUST_05583,Personal,2023-01-13,1110447.23,10.98,36,14,N
LOAN_0001051,CUST_07946,Home,2022-06-25,9569704.75,7.36,300,3,N
LOAN_0001057,CUST_06326,Auto,2022-06-20,2410867.21,10.3,72,9,N
LOAN_0001058,CUST_04722,Personal,2025-06-20,320298.75,16.18,24,10,N
LOAN_0001061,CUST_00888,Home,2021-07-25,8969143.71,8.05,120,10,N
LOAN_0001064,CUST_05405,Education,2025-07-04,1843672.84,9.68,60,2,N
LOAN_0001067,CUST_06032,Auto,2022-02-14,1646530.37,10.02,72,3,N
LOAN_0001069,CUST_02251,Home,2021-03-04,9666320.42,8.3,300,4,N
LOAN_0001070,CUST_04583,Personal,2021-04-22,640607.3,10.76,48,8,N
LOAN_0001071,CUST_04940,Personal,2021-09-16,695882.98,10.7,24,28,N
LOAN_0001072,CUST_07302,Personal,2024-12-31,1012314.09,13.32,24,7,N
LOAN_0001074,CUST_03298,Home,2024-08-18,9893970.53,9.4,240,120,Y
LOAN_0001075,CUST_08464,Auto,2024-04-11,496446.03,8.33,36,1,N
LOAN_0001080,CUST_07290,Personal,2021-03-22,1338942.36,17.72,24,11,N
LOAN_0001081,CUST_04893,Auto,2021-05-03,799185.64,11.79,36,23,N
LOAN_0001083,CUST_03528,Auto,2023-02-04,1782685.85,10.53,36,16,N
LOAN_0001084,CUST_00570,Auto,2026-03-05,2106523.41,12.85,60,1,N
LOAN_0001085,CUST_08334,Home,2024-03-27,4946624.69,10.28,240,5,N
LOAN_0001093,CUST_05226,Auto,2021-01-09,1625132.51,12.32,48,2,N
LOAN_0001095,CUST_01909,Home,2021-03-21,7673836.54,9.79,120,8,N
LOAN_0001097,CUST_04215,Home,2023-09-03,3376606.22,7.46,300,8,N
LOAN_0001099,CUST_06012,Home,2022-09-04,4107547.25,10.15,240,16,N
LOAN_0001102,CUST_01497,Auto,2024-08-03,1402639.16,9.53,48,1,N
LOAN_0001103,CUST_07790,Personal,2022-10-15,209650.32,16.34,36,4,N
LOAN_0001105,CUST_07159,Personal,2024-11-06,1429418.36,13.27,48,0,N
LOAN_0001106,CUST_00094,Personal,2021-02-24,1255669.59,13.69,48,18,N
LOAN_0001107,CUST_02504,Personal,2025-07-14,712617.8,12.39,48,2,N
LOAN_0001109,CUST_07179,Auto,2021-07-12,1641695.07,12.12,60,27,N
LOAN_0001110,CUST_05319,Auto,2021-03-10,422167.46,11.6,72,8,N
LOAN_0001114,CUST_03401,Education,2026-05-03,323096.35,11.47,60,9,N
LOAN_0001116,CUST_01139,Education,2021-01-10,802580.73,8.35,60,2,N
LOAN_0001117,CUST_05012,Home,2022-05-17,2739966.65,7.32,300,6,N
LOAN_0001118,CUST_06545,Personal,2021-10-11,1122620.53,13.54,48,0,N
LOAN_0001119,CUST_08474,Home,2025-06-16,2041651.57,7.24,120,1,N
LOAN_0001120,CUST_06060,Home,2022-12-21,7893120.06,9.69,180,3,N
LOAN_0001121,CUST_06673,Education,2023-12-07,1446883.39,7.58,120,3,N
LOAN_0001123,CUST_04599,Home,2023-02-09,9115101.11,8.68,300,10,N
LOAN_0001124,CUST_03720,Personal,2023-05-28,461956.82,17.93,60,4,N
LOAN_0001125,CUST_07417,Auto,2022-06-19,1747170.44,11.42,60,12,N
LOAN_0001126,CUST_09031,Home,2021-08-06,4471870.52,10.2,300,10,N
LOAN_0001128,CUST_02748,Auto,2021-04-11,2243957.71,8.5,72,5,N
LOAN_0001129,CUST_09410,Auto,2021-01-10,1583387.27,12.15,36,8,N
LOAN_0001131,CUST_07448,Home,2023-12-11,2125604.43,7.92,240,9,N
LOAN_0001132,CUST_06688,Home,2025-11-04,8613405.67,9.97,300,7,N
LOAN_0001134,CUST_04430,Personal,2021-02-14,353023.94,17.85,36,1,N
LOAN_0001140,CUST_01353,Personal,2023-04-28,927293.18,13.17,48,20,N
LOAN_0001145,CUST_04160,Home,2022-09-25,8258838.76,7.18,180,22,N
LOAN_0001147,CUST_03410,Auto,2024-05-25,2066101.02,10.3,72,6,N
LOAN_0001149,CUST_00038,Home,2023-07-31,2011280.41,9.28,300,4,N
LOAN_0001150,CUST_06247,Auto,2022-02-08,2101961.43,12.7,72,12,N
LOAN_0001155,CUST_06761,Home,2021-01-07,6988063.42,8.2,300,14,N
LOAN_0001157,CUST_07896,Home,2022-01-02,7654886.67,8.89,300,7,N
LOAN_0001159,CUST_05804,Personal,2022-03-12,548308.71,11.66,24,9,N
LOAN_0001160,CUST_06199,Auto,2024-06-24,1492580.8,10.09,36,21,N
LOAN_0001161,CUST_08280,Personal,2021-01-24,1100139.4,13.23,24,1,N
LOAN_0001163,CUST_10018,Auto,2022-03-29,553139.68,10.39,60,1,N
LOAN_0001165,CUST_02802,Home,2026-02-02,9944413.02,7.37,240,3,N
LOAN_0001168,CUST_07000,Personal,2023-07-20,618845.6,16.35,48,9,N
LOAN_0001169,CUST_04396,Home,2023-05-20,4208055.14,8.52,300,4,N
LOAN_0001171,CUST_05145,Auto,2022-10-16,812290.74,11.2,72,2,N
LOAN_0001173,CUST_06645,Auto,2022-05-28,1644191.39,10.33,72,18,N
LOAN_0001174,CUST_09210,Education,2023-10-12,949561.52,9.6,84,6,N
LOAN_0001177,CUST_01957,Home,2025-10-24,7468438.27,7.55,300,7,N
LOAN_0001178,CUST_04873,Personal,2022-11-16,1200151.9,17.29,24,47,N
LOAN_0001184,CUST_08876,Personal,2022-03-02,246130.24,13.09,24,15,N
LOAN_0001185,CUST_03513,Home,2026-04-12,6729307.44,10.19,120,10,N
LOAN_0001187,CUST_08944,Auto,2022-04-07,1459369.81,8.59,36,30,N
LOAN_0001188,CUST_06627,Auto,2022-12-30,1997801.54,9.62,36,18,N
LOAN_0001190,CUST_02037,Personal,2024-08-16,1061025.54,16.98,60,0,N
LOAN_0001191,CUST_00818,Home,2022-07-25,8257999.43,10.27,120,1,N
LOAN_0001192,CUST_02797,Education,2024-03-08,1441930.98,8.65,84,75,N
LOAN_0001193,CUST_08113,Personal,2021-08-04,701885.56,13.74,36,0,N
LOAN_0001195,CUST_00077,Auto,2021-01-04,1524055.53,9.68,60,44,N
LOAN_0001196,CUST_09007,Personal,2021-10-29,827248.68,16.29,24,4,N
LOAN_0001202,CUST_07636,Home,2025-06-29,5982492.66,9.91,240,4,N
LOAN_0001203,CUST_02549,Home,2022-01-13,4505601.73,7.32,180,7,N
LOAN_0001205,CUST_04157,Education,2022-01-25,876554.99,10.44,60,18,N
LOAN_0001210,CUST_02610,Personal,2024-02-12,1073715.37,14.76,48,2,N
LOAN_0001212,CUST_06445,Home,2023-03-10,6325258.63,8.02,120,9,N
LOAN_0001214,CUST_01784,Auto,2021-10-30,1941674.5,9.95,60,23,N
LOAN_0001222,CUST_05379,Auto,2021-07-06,1622402.98,10.42,36,2,N
LOAN_0001225,CUST_02151,Education,2022-01-12,881906.93,10.02,60,9,N
LOAN_0001227,CUST_01613,Home,2021-08-04,9679557.36,10.2,180,5,N
LOAN_0001228,CUST_10073,Auto,2022-08-13,2058051.9,12.09,60,3,N
LOAN_0001229,CUST_02081,Personal,2021-04-09,201249.72,17.48,36,7,N
LOAN_0001230,CUST_07214,Personal,2022-05-29,412820.58,15.39,48,5,N
LOAN_0001231,CUST_02266,Home,2021-11-29,6805487.61,8.12,120,0,N
LOAN_0001232,CUST_01255,Personal,2021-03-26,354748.78,11.2,60,32,N
LOAN_0001233,CUST_05696,Auto,2023-07-22,1485481.84,8.64,36,6,N
LOAN_0001234,CUST_08024,Personal,2023-07-03,260833.75,15.2,48,20,N
LOAN_0001236,CUST_09738,Home,2023-09-16,7377290.69,9.56,240,14,N
LOAN_0001237,CUST_06487,Education,2022-10-10,1015781.67,8.89,60,12,N
LOAN_0001239,CUST_01364,Auto,2021-03-16,447642.17,11.13,36,3,N
LOAN_0001240,CUST_10172,Personal,2021-02-15,618384.79,15.26,36,0,N
LOAN_0001241,CUST_04741,Personal,2023-01-17,1396897.67,11.0,24,1,N
LOAN_0001242,CUST_03946,Auto,2023-01-06,1711671.79,10.2,72,4,N
LOAN_0001243,CUST_08436,Auto,2022-06-16,1042923.43,8.39,48,10,N
LOAN_0001246,CUST_01271,Home,2021-03-27,7515516.1,9.77,300,0,N
LOAN_0001248,CUST_03403,Auto,2021-12-02,2006452.38,10.97,36,2,N
LOAN_0001250,CUST_03492,Home,2021-04-29,5404391.63,7.54,180,6,N
LOAN_0001256,CUST_04728,Personal,2025-10-31,820770.13,10.75,60,16,N
LOAN_0001257,CUST_01542,Personal,2021-04-13,375555.3,16.64,36,9,N
LOAN_0001260,CUST_08092,Personal,2022-06-27,931509.03,17.78,48,3,N
LOAN_0001262,CUST_05732,Home,2022-04-20,4173458.14,8.82,180,11,N
LOAN_0001264,CUST_02271,Personal,2021-06-29,205983.23,17.45,60,23,N
LOAN_0001266,CUST_02510,Personal,2023-11-07,599068.01,17.58,24,3,N
LOAN_0001268,CUST_10042,Education,2021-02-11,822132.35,11.38,120,7,N
LOAN_0001271,CUST_09232,Home,2023-03-13,2860398.94,7.29,300,150,Y
LOAN_0001272,CUST_03023,Education,2022-12-01,1601095.88,8.09,60,3,N
LOAN_0001274,CUST_07751,Education,2023-04-13,659968.6,12.2,84,2,N
LOAN_0001276,CUST_04357,Personal,2022-09-18,825368.64,15.88,24,6,N
LOAN_0001278,CUST_07225,Auto,2022-10-26,1460835.0,12.55,36,9,N
LOAN_0001279,CUST_07523,Education,2024-03-17,1453544.86,7.7,120,6,N
LOAN_0001281,CUST_08825,Home,2021-07-17,4956690.76,8.16,120,15,N
LOAN_0001283,CUST_04152,Personal,2022-04-30,448750.56,15.54,24,20,N
LOAN_0001285,CUST_07802,Auto,2023-09-21,655680.79,10.39,72,6,N
LOAN_0001288,CUST_04667,Personal,2022-08-25,359456.13,14.19,36,5,N
LOAN_0001289,CUST_06214,Home,2025-08-08,4704005.86,7.2,300,11,N
LOAN_0001290,CUST_03613,Personal,2021-11-24,651545.96,16.4,48,2,N
LOAN_0001291,CUST_03339,Personal,2022-02-13,1243999.88,14.62,24,9,N
LOAN_0001292,CUST_07787,Personal,2022-03-21,1032326.8,13.35,60,7,N
LOAN_0001294,CUST_09103,Home,2021-10-24,4451060.31,10.0,240,0,N
LOAN_0001296,CUST_02948,Education,2023-04-05,1950169.02,11.25,84,7,N
LOAN_0001298,CUST_00260,Auto,2022-05-01,413863.29,12.81,36,0,N
LOAN_0001299,CUST_02878,Auto,2022-08-26,1333929.89,9.68,48,3,N
LOAN_0001300,CUST_01959,Home,2022-05-11,5733998.01,9.75,300,10,N
LOAN_0001306,CUST_08352,Education,2022-04-17,399712.19,7.54,60,8,N
LOAN_0001308,CUST_01773,Education,2022-05-04,1046144.15,11.88,120,12,N
LOAN_0001311,CUST_07299,Auto,2023-08-02,1732592.7,10.88,72,16,N
LOAN_0001315,CUST_01796,Home,2023-08-16,4597670.27,9.34,180,6,N
LOAN_0001316,CUST_04070,Home,2021-07-24,8141690.11,9.68,300,6,N
LOAN_0001318,CUST_06254,Home,2021-10-04,9825233.36,9.61,180,31,N
LOAN_0001320,CUST_02885,Auto,2023-01-17,974935.37,11.34,60,4,N
LOAN_0001322,CUST_06313,Auto,2022-11-19,1921002.23,8.83,36,19,N
LOAN_0001323,CUST_08568,Auto,2021-09-07,2139582.99,8.78,60,0,N
LOAN_0001324,CUST_09918,Personal,2021-08-04,1320637.34,15.58,60,0,N
