Complaint_ID,Customer_ID,Complaint_Date,Category,Channel,Resolution_TAT_Days,CSAT_Score
CMP_0002587,CUST_05999,2025-05-26,Fees,Branch,5,5
CMP_0002588,CUST_00920,2023-05-06,Fraud,Digital,12,5
CMP_0002589,CUST_03605,2022-06-23,KYC,Phone,2,5
CMP_0002590,CUST_04029,2024-09-30,Service,Branch,2,4
CMP_0002591,CUST_02438,2023-05-26,Service,Digital,4,5
CMP_0002592,CUST_09011,2024-02-14,Fees,Phone,4,5
CMP_0002593,CUST_06449,2024-04-06,Fees,Phone,5,5
CMP_0002594,CUST_00729,2024-12-08,Service,Digital,9,4
CMP_0002595,CUST_04214,2023-04-17,Fees,Digital,12,2
CMP_0002596,CUST_03004,2023-01-03,Service,Branch,3,3
CMP_0002597,CUST_04425,2025-09-17,Service,Phone,1,5
CMP_0002598,CUST_06348,2022-12-12,Service,Digital,7,2
CMP_0002599,CUST_03187,2023-07-30,Fees,Phone,9,5
CMP_0002600,CUST_03784,2024-11-30,Fees,Digital,7,5
CMP_0002601,CUST_02430,2025-01-12,Fraud,Phone,5,4
CMP_0002602,CUST_00815,2022-10-19,Fraud,Phone,5,3
CMP_0002603,CUST_05879,2023-03-31,Fraud,Phone,1,4
CMP_0002604,CUST_09253,2025-11-29,Service,Digital,2,4
CMP_0002605,CUST_00292,2025-09-09,Fees,Branch,9,4
CMP_0002606,CUST_01116,2025-09-11,Fees,Branch,5,5
CMP_0002607,CUST_07460,2025-04-05,Service,Phone,8,3
CMP_0002608,CUST_00825,2026-02-20,Fees,Digital,16,3
CMP_0002609,CUST_05581,2023-10-24,Service,Phone,4,5
CMP_0002610,CUST_07208,2023-11-12,Fraud,Digital,2,4
CMP_0002611,CUST_01224,2022-08-10,Fraud,Phone,2,4
CMP_0002612,CUST_05030,2022-03-09,KYC,Digital,2,4
CMP_0002613,CUST_03178,2024-09-08,Fees,Branch,5,3
CMP_0002614,CUST_09457,2023-03-23,Service,Phone,8,5
CMP_0002615,CUST_09451,2023-03-21,Service,Phone,9,4
CMP_0002616,CUST_00638,2023-09-29,Fees,Digital,5,4
CMP_0002617,CUST_00706,2024-04-07,Service,Digital,8,5
CMP_0002618,CUST_10159,2024-10-19,Fees,Digital,5,2
CMP_0002619,CUST_04490,2025-02-18,Service,Digital,1,4
CMP_0002620,CUST_05481,2025-09-09,Service,Digital,5,4
CMP_0002621,CUST_08767,2022-09-07,KYC,Phone,1,3
CMP_0002622,CUST_09563,2022-12-15,Service,Phone,2,3
CMP_0002623,CUST_01927,2023-03-01,Service,Branch,9,3
CMP_0002624,CUST_00745,2026-01-31,KYC,Digital,3,4
CMP_0002625,CUST_09103,2023-06-29,KYC,Digital,11,1
CMP_0002626,CUST_08588,2023-01-20,Fees,Branch,1,4
CMP_0002627,CUST_01816,2024-11-20,Service,Digital,7,5
CMP_0002628,CUST_01198,2022-07-09,Service,Phone,7,4
CMP_0002629,CUST_05501,2026-02-26,Fees,Phone,3,2
CMP_0002630,CUST_06164,2022-08-17,Fees,Branch,2,5
CMP_0002631,CUST_02380,2022-09-20,Fraud,Digital,8,4
CMP_0002632,CUST_07673,2023-01-26,Service,Phone,7,3
CMP_0002633,CUST_03408,2024-03-23,KYC,Branch,9,5
CMP_0002634,CUST_06455,2022-12-13,Service,Phone,5,3
CMP_0002635,CUST_05323,2025-07-15,Fees,Phone,10,5
CMP_0002636,CUST_06546,2026-06-08,Service,Phone,2,3
CMP_0002637,CUST_05047,2026-06-05,Service,Branch,4,3
CMP_0002638,CUST_03937,2024-09-30,Service,Branch,5,4
CMP_0002639,CUST_00947,2022-01-19,Fees,Phone,10,1
CMP_0002640,CUST_09498,2023-11-21,Fraud,Branch,1,4
CMP_0002641,CUST_05853,2022-02-13,Service,Branch,8,5
CMP_0002642,CUST_05140,2026-06-05,Service,Digital,11,4
CMP_0002643,CUST_04470,2025-11-26,KYC,Branch,1,4
CMP_0002644,CUST_05220,2022-12-25,Fees,Phone,3,4
CMP_0002645,CUST_08263,2026-02-27,Service,Digital,13,5
CMP_0002646,CUST_08029,2024-06-09,KYC,Digital,6,4
CMP_0002647,CUST_09671,2025-05-30,Fees,Branch,11,5
CMP_0002648,CUST_01169,2026-02-19,Service,Branch,5,5
CMP_0002649,CUST_03110,2023-02-11,Service,Branch,3,3
CMP_0002650,CUST_05371,2023-05-28,Service,Digital,13,4
CMP_0002651,CUST_05105,2023-11-23,Service,Branch,9,5
CMP_0002652,CUST_06748,2025-10-04,Fees,Digital,2,5
CMP_0002653,CUST_00476,2025-03-19,KYC,Branch,3,5
CMP_0002654,CUST_03356,2026-03-22,Fees,Digital,6,4
CMP_0002655,CUST_01067,2024-06-19,Service,Branch,7,5
CMP_0002656,CUST_03683,2022-04-30,Service,Phone,8,4
CMP_0002657,CUST_01624,2023-05-26,Service,Phone,2,4
CMP_0002658,CUST_10155,2023-11-07,Service,Branch,9,1
CMP_0002659,CUST_00065,2025-04-23,Service,Phone,16,5
CMP_0002660,CUST_04668,2024-10-03,Service,Branch,9,1
CMP_0002661,CUST_02200,2025-06-14,Service,Phone,39,1
CMP_0002662,CUST_02163,2025-12-14,Service,Digital,10,4
CMP_0002663,CUST_03334,2025-06-15,Service,Branch,1,4
CMP_0002664,CUST_07435,2022-07-12,Service,Branch,6,5
CMP_0002665,CUST_04400,2022-02-07,KYC,Phone,4,4
CMP_0002666,CUST_07888,2024-10-05,Service,Digital,9,4
CMP_0002667,CUST_02928,2025-03-29,Service,Branch,14,5
CMP_0002668,CUST_05303,2022-03-07,KYC,Phone,40,4
CMP_0002669,CUST_09764,2022-09-13,Service,Branch,5,3
CMP_0002670,CUST_00748,2024-06-26,Service,Phone,5,4
CMP_0002671,CUST_07920,2024-10-05,Service,Digital,5,1
CMP_0002672,CUST_00095,2026-06-03,Service,Digital,1,1
CMP_0002673,CUST_08345,2024-01-01,KYC,Digital,5,5
CMP_0002674,CUST_03194,2025-11-30,Fees,Phone,2,1
CMP_0002675,CUST_05365,2022-02-17,Service,Digital,6,2
CMP_0002676,CUST_09921,2022-06-28,Service,Branch,11,5
CMP_0002677,CUST_07959,2026-04-28,Service,Phone,1,4
CMP_0002678,CUST_07641,2022-04-06,Service,Phone,13,5
CMP_0002679,CUST_07195,2024-01-05,Service,Phone,3,2
CMP_0002680,CUST_05792,2022-12-25,Service,Branch,3,4
CMP_0002681,CUST_03563,2023-05-20,Service,Digital,2,5
CMP_0002682,CUST_04464,2025-08-16,Service,Phone,2,5
CMP_0002683,CUST_06217,2024-04-21,Service,Digital,4,1
CMP_0002684,CUST_07101,2024-06-16,Service,Branch,6,4
CMP_0002685,CUST_07795,2025-09-03,Service,Branch,2,3
CMP_0002686,CUST_08020,2025-11-18,Fees,Branch,7,5
CMP_0002687,CUST_06491,2023-03-06,Service,Branch,1,3
CMP_0002688,CUST_02664,2022-11-26,Fees,Digital,2,3
CMP_0002689,CUST_08057,2026-04-23,Fees,Phone,72,4
CMP_0002690,CUST_09907,2024-05-28,Service,Branch,30,5
CMP_0002691,CUST_00936,2024-02-27,Service,Digital,6,5
CMP_0002692,CUST_05274,2026-04-26,Service,Branch,1,5
CMP_0002693,CUST_03381,2026-04-29,Service,Branch,5,5
CMP_0002694,CUST_03992,2023-01-14,Service,Digital,2,5
CMP_0002695,CUST_04528,2026-04-28,Fees,Digital,7,4
CMP_0002696,CUST_06167,2025-02-10,KYC,Digital,4,4
CMP_0002697,CUST_01743,2025-12-23,Fraud,Phone,10,3
CMP_0002698,CUST_06320,2025-01-05,Fees,Digital,4,4
CMP_0002699,CUST_04788,2025-02-21,Service,Phone,2,2
CMP_0002700,CUST_00818,2022-07-01,Fees,Digital,5,5
CMP_0002701,CUST_07804,2024-11-16,Fees,Phone,8,3
CMP_0002702,CUST_02193,2026-05-18,Fees,Branch,3,5
CMP_0002703,CUST_00708,2023-12-04,KYC,Digital,8,4
CMP_0002704,CUST_10166,2023-07-07,Fees,Branch,4,5
CMP_0002705,CUST_01698,2022-09-12,Service,Digital,5,5
CMP_0002706,CUST_09321,2026-01-26,Fraud,Branch,3,4
CMP_0002707,CUST_00900,2024-08-24,Fraud,Phone,2,5
CMP_0002708,CUST_09230,2024-01-14,Fraud,Branch,7,5
CMP_0002709,CUST_08271,2023-07-21,Fees,Phone,3,2
CMP_0002710,CUST_07111,2026-02-10,Fees,Digital,19,4
CMP_0002711,CUST_05827,2024-03-05,Service,Phone,1,5
CMP_0002712,CUST_00647,2026-07-07,Service,Digital,4,3
CMP_0002713,CUST_08009,2022-08-08,Service,Phone,6,4
CMP_0002714,CUST_08204,2026-01-03,Fees,Branch,9,2
CMP_0002715,CUST_07785,2023-12-10,Fees,Branch,2,5
CMP_0002716,CUST_06549,2026-06-15,Fees,Phone,1,5
CMP_0002717,CUST_01404,2025-12-08,Service,Digital,1,2
CMP_0002718,CUST_05067,2023-12-26,Service,Digital,5,4
CMP_0002719,CUST_00827,2022-07-17,Service,Branch,13,3
CMP_0002720,CUST_08504,2026-04-19,Fees,Phone,3,4
CMP_0002721,CUST_02775,2025-07-01,Service,Phone,7,4
CMP_0002722,CUST_02689,2026-05-06,Service,Phone,13,5
CMP_0002723,CUST_00346,2026-02-03,Service,Phone,72,4
CMP_0002724,CUST_07952,2025-11-15,Service,Branch,7,5
CMP_0002725,CUST_02129,2024-04-14,KYC,Digital,5,5
CMP_0002726,CUST_04007,2022-09-10,Fees,Digital,1,5
CMP_0002727,CUST_05040,2025-12-23,KYC,Phone,7,4
CMP_0002728,CUST_05721,2026-03-17,Fees,Branch,1,4
CMP_0002729,CUST_03408,2022-05-23,Fraud,Phone,3,4
CMP_0002730,CUST_02814,2024-02-02,Service,Digital,6,2
CMP_0002731,CUST_09287,2022-05-22,Service,Digital,3,4
CMP_0002732,CUST_05480,2024-12-05,KYC,Digital,8,4
CMP_0002733,CUST_08899,2025-04-25,Service,Digital,6,3
CMP_0002734,CUST_08930,2024-05-20,KYC,Digital,7,2
CMP_0002735,CUST_09521,2024-05-23,Fees,Phone,5,4
CMP_0002736,CUST_03225,2023-10-31,Service,Digital,3,5
CMP_0002737,CUST_05151,2024-03-14,Service,Phone,17,2
CMP_0002738,CUST_03943,2024-07-18,Fees,Phone,55,3
CMP_0002739,CUST_10148,2024-11-25,Service,Phone,9,5
CMP_0002740,CUST_03889,2023-10-15,Fees,Phone,2,5
CMP_0002741,CUST_00154,2025-12-27,Service,Digital,8,4
CMP_0002742,CUST_09714,2023-07-13,KYC,Branch,21,4
CMP_0002743,CUST_01427,2023-01-27,Fees,Branch,6,5
CMP_0002744,CUST_03391,2022-06-28,Service,Branch,3,2
CMP_0002745,CUST_02054,2024-06-29,Service,Phone,3,5
CMP_0002746,CUST_06129,2022-02-03,KYC,Branch,7,2
CMP_0002747,CUST_05683,2025-10-23,KYC,Digital,8,4
CMP_0002748,CUST_09230,2025-01-14,Service,Branch,2,3
CMP_0002749,CUST_03967,2024-10-13,Fees,Branch,6,5
CMP_0002750,CUST_09484,2024-04-25,Service,Branch,12,3
CMP_0002751,CUST_02176,2024-09-12,Service,Digital,1,1
CMP_0002752,CUST_08516,2023-09-02,Service,Branch,3,3
CMP_0002753,CUST_07750,2026-02-12,Fees,Digital,75,3
CMP_0002754,CUST_01521,2025-10-08,Fees,Digital,5,4
CMP_0002755,CUST_08984,2025-02-08,KYC,Phone,5,4
CMP_0002756,CUST_03469,2024-08-02,Service,Branch,2,5
CMP_0002757,CUST_04445,2024-06-18,Fees,Branch,2,5
CMP_0002758,CUST_04943,2023-10-18,Fees,Branch,3,4
CMP_0002759,CUST_05791,2022-09-05,Fees,Branch,6,5
CMP_0002760,CUST_06148,2022-04-17,Fees,Branch,2,5
CMP_0002761,CUST_06801,2025-11-23,Fraud,Digital,1,5
CMP_0002762,CUST_08302,2025-03-26,Service,Digital,73,4
CMP_0002763,CUST_00095,2025-08-29,Fees,Phone,2,3
CMP_0002764,CUST_03390,2024-10-30,Service,Branch,1,4
CMP_0002765,CUST_06789,2022-06-25,Service,Phone,8,3
CMP_0002766,CUST_02180,2025-01-22,Service,Phone,9,3
CMP_0002767,CUST_09085,2024-09-17,Service,Branch,3,4
CMP_0002768,CUST_00115,2022-06-03,KYC,Phone,11,4
CMP_0002769,CUST_09259,2026-06-11,Fees,Phone,7,1
CMP_0002770,CUST_08831,2022-07-23,KYC,Phone,1,5
CMP_0002771,CUST_05773,2023-12-18,Fees,Digital,1,1
CMP_0002772,CUST_07185,2025-12-05,KYC,Digital,4,4
CMP_0002773,CUST_05847,2023-10-23,Service,Phone,3,3
CMP_0002774,CUST_05533,2023-07-14,Service,Branch,6,3
CMP_0002775,CUST_00401,2025-01-15,KYC,Phone,6,4
CMP_0002776,CUST_01349,2024-04-02,Fees,Phone,4,5
CMP_0002777,CUST_09616,2022-08-25,Service,Phone,2,3
CMP_0002778,CUST_03853,2023-10-31,Service,Phone,3,4
CMP_0002779,CUST_06499,2022-06-04,Fees,Phone,16,2
CMP_0002780,CUST_00648,2024-04-20,Service,Branch,7,3
CMP_0002781,CUST_08228,2025-05-23,Service,Phone,2,3
CMP_0002782,CUST_07867,2024-12-10,Service,Digital,5,3
CMP_0002783,CUST_08848,2025-11-19,Fees,Phone,3,4
CMP_0002784,CUST_04981,2023-03-14,Service,Phone,7,3
CMP_0002785,CUST_10049,2022-12-31,Fees,Phone,2,4
CMP_0002786,CUST_09799,2023-08-29,Service,Phone,2,5
CMP_0002787,CUST_05793,2026-05-03,Service,Phone,10,4
CMP_0002788,CUST_02082,2024-12-15,Service,Phone,3,4
CMP_0002789,CUST_08695,2024-10-10,Service,Phone,7,5
CMP_0002790,CUST_03414,2026-04-27,Fees,Branch,2,3
CMP_0002791,CUST_09003,2025-04-04,Service,Phone,3,3
CMP_0002792,CUST_00164,2022-07-21,KYC,Digital,3,3
CMP_0002793,CUST_02154,2024-01-05,Service,Digital,2,4
CMP_0002794,CUST_05522,2024-12-25,KYC,Digital,2,4
CMP_0002795,CUST_06407,2025-08-21,KYC,Branch,13,5
CMP_0002796,CUST_06268,2025-03-10,KYC,Branch,5,4
CMP_0002797,CUST_10098,2026-04-21,KYC,Branch,5,5
CMP_0002798,CUST_06934,2024-08-02,KYC,Phone,6,2
CMP_0002799,CUST_01135,2026-05-19,KYC,Digital,1,1
CMP_0002800,CUST_03870,2025-11-16,Fees,Phone,5,5
CMP_0002801,CUST_06817,2026-01-26,Fraud,Branch,13,4
CMP_0002802,CUST_02394,2025-01-28,Fees,Branch,1,3
CMP_0002803,CUST_08600,2022-11-03,Service,Phone,1,4
CMP_0002804,CUST_02064,2024-05-06,Service,Digital,13,4
CMP_0002805,CUST_09198,2023-11-26,Service,Digital,6,5
CMP_0002806,CUST_06873,2022-12-28,Fees,Digital,5,4
CMP_0002807,CUST_07146,2026-02-14,Service,Phone,2,4
CMP_0002808,CUST_01672,2022-01-01,Fees,Phone,1,4
CMP_0002809,CUST_05216,2022-08-27,Service,Branch,4,3
CMP_0002810,CUST_10008,2022-05-13,KYC,Branch,2,4
CMP_0002811,CUST_07382,2025-04-11,Service,Phone,4,1
CMP_0002812,CUST_00401,2026-05-03,Service,Phone,2,2
CMP_0002813,CUST_07662,2022-04-04,Fees,Phone,8,4
CMP_0002814,CUST_00739,2024-04-20,Fees,Digital,8,5
CMP_0002815,CUST_02945,2026-04-18,Service,Phone,2,5
CMP_0002816,CUST_04545,2025-10-08,Service,Phone,45,3
CMP_0002817,CUST_08873,2026-05-01,Service,Branch,3,4
CMP_0002818,CUST_06545,2024-10-27,Service,Branch,11,4
CMP_0002819,CUST_02685,2022-11-12,Service,Branch,4,3
CMP_0002820,CUST_01051,2022-07-07,KYC,Phone,13,4
CMP_0002821,CUST_07767,2023-02-06,Fees,Branch,5,3
CMP_0002822,CUST_08113,2026-07-04,Fees,Phone,6,3
CMP_0002823,CUST_09546,2025-10-25,Fees,Phone,6,4
CMP_0002824,CUST_03741,2024-12-14,KYC,Branch,2,5
CMP_0002825,CUST_04907,2025-07-14,Fraud,Digital,4,3
CMP_0002826,CUST_04449,2022-05-30,Service,Phone,3,5
CMP_0002827,CUST_08386,2022-10-20,Fraud,Branch,2,3
CMP_0002828,CUST_06924,2025-08-20,Fees,Branch,1,4
CMP_0002829,CUST_05750,2024-05-03,KYC,Phone,4,5
CMP_0002830,CUST_00794,2024-11-30,Fees,Digital,6,5
CMP_0002831,CUST_02846,2026-06-26,KYC,Digital,2,5
CMP_0002832,CUST_00898,2025-03-28,Fees,Branch,1,5
CMP_0002833,CUST_08119,2023-04-26,KYC,Digital,5,5
CMP_0002834,CUST_06385,2023-10-14,Fees,Phone,61,3
CMP_0002835,CUST_08793,2022-02-06,Fees,Digital,9,2
CMP_0002836,CUST_05772,2026-06-08,KYC,Phone,15,3
CMP_0002837,CUST_02920,2024-07-24,Service,Digital,13,2
CMP_0002838,CUST_01297,2025-03-30,Service,Branch,6,4
CMP_0002839,CUST_04044,2025-09-05,KYC,Digital,2,5
CMP_0002840,CUST_03497,2023-01-25,Service,Digital,2,3
CMP_0002841,CUST_08670,2024-02-26,Service,Branch,3,5
CMP_0002842,CUST_05488,2022-04-27,Service,Digital,5,2
CMP_0002843,CUST_07964,2023-05-30,Service,Phone,9,4
CMP_0002844,CUST_04526,2025-06-24,Fees,Branch,5,1
CMP_0002845,CUST_00882,2025-09-18,Fees,Phone,1,5
CMP_0002846,CUST_07495,2022-09-22,KYC,Digital,3,4
CMP_0002847,CUST_02733,2024-04-23,Fees,Phone,4,1
CMP_0002848,CUST_03941,2023-03-22,Service,Branch,4,5
CMP_0002849,CUST_09781,2025-02-23,Fees,Branch,7,4
CMP_0002850,CUST_08953,2025-06-12,Fees,Branch,13,4
CMP_0002851,CUST_06109,2026-05-16,KYC,Digital,8,5
CMP_0002852,CUST_04768,2026-06-19,Fees,Phone,6,2
CMP_0002853,CUST_04453,2022-11-23,KYC,Branch,9,4
CMP_0002854,CUST_09499,2024-02-25,KYC,Digital,3,3
CMP_0002855,CUST_02792,2023-07-16,Fees,Digital,8,2
CMP_0002856,CUST_09937,2024-09-28,KYC,Branch,6,4
CMP_0002857,CUST_02323,2026-06-03,Fees,Digital,6,4
CMP_0002858,CUST_00244,2022-10-08,Fees,Phone,2,2
CMP_0002859,CUST_08443,2026-01-30,Fees,Branch,8,4
CMP_0002860,CUST_05812,2025-07-04,Fees,Digital,4,2
CMP_0002861,CUST_00239,2024-09-15,Fees,Branch,8,3
CMP_0002862,CUST_03092,2025-04-09,Fees,Branch,8,3
CMP_0002863,CUST_03472,2022-10-05,Fees,Digital,6,3
CMP_0002864,CUST_02256,2025-06-24,Service,Phone,9,4
CMP_0002865,CUST_08093,2026-07-16,Fraud,Branch,1,3
CMP_0002866,CUST_08031,2022-05-05,Service,Branch,4,4
CMP_0002867,CUST_03028,2026-03-01,Service,Digital,2,1
CMP_0002868,CUST_05103,2023-11-27,Service,Branch,12,1
CMP_0002869,CUST_02965,2023-11-27,Service,Branch,5,2
CMP_0002870,CUST_09217,2026-04-29,Service,Branch,2,4
CMP_0002871,CUST_03947,2022-05-24,Fees,Phone,2,4
CMP_0002872,CUST_00695,2024-06-14,Service,Phone,5,4
CMP_0002873,CUST_09306,2026-08-05,Fees,Digital,4,5
CMP_0002874,CUST_10021,2022-06-14,Fees,Branch,2,4
CMP_0002875,CUST_06065,2022-07-01,Fees,Phone,5,4
CMP_0002876,CUST_07211,2025-03-23,Service,Branch,4,5
CMP_0002877,CUST_06016,2022-08-14,Service,Branch,13,3
CMP_0002878,CUST_04191,2022-11-28,Fees,Phone,5,5
CMP_0002879,CUST_06497,2025-09-07,KYC,Digital,1,4
CMP_0002880,CUST_04824,2023-11-22,KYC,Phone,3,4
CMP_0002881,CUST_06352,2026-03-01,Service,Phone,4,4
CMP_0002882,CUST_05455,2023-06-03,Fees,Branch,5,5
CMP_0002883,CUST_04130,2023-04-27,Fees,Digital,8,3
CMP_0002884,CUST_10020,2025-01-02,Service,Digital,5,4
CMP_0002885,CUST_03291,2026-05-05,Service,Phone,3,2
CMP_0002886,CUST_06821,2025-03-10,Fraud,Branch,4,4
CMP_0002887,CUST_04743,2022-01-31,Service,Phone,8,1
CMP_0002888,CUST_10000,2025-10-20,Fraud,Digital,1,3
CMP_0002889,CUST_03511,2024-04-20,Fees,Digital,4,5
CMP_0002890,CUST_02191,2022-11-27,Service,Branch,1,5
CMP_0002891,CUST_06318,2023-08-05,Service,Branch,4,3
CMP_0002892,CUST_09031,2025-09-27,KYC,Phone,4,4
CMP_0002893,CUST_08927,2025-12-08,KYC,Branch,3,3
CMP_0002894,CUST_04296,2022-12-10,KYC,Digital,14,4
CMP_0002895,CUST_04210,2026-06-11,Fees,Phone,8,1
CMP_0002896,CUST_01723,2022-01-12,Fees,Phone,9,1
CMP_0002897,CUST_01396,2022-02-10,Fraud,Branch,2,4
CMP_0002898,CUST_06057,2022-05-15,Service,Phone,1,5
CMP_0002899,CUST_04023,2024-09-30,Service,Phone,3,3
CMP_0002900,CUST_07489,2025-04-27,Service,Branch,3,5
CMP_0002901,CUST_00510,2025-05-13,Service,Digital,17,3
CMP_0002902,CUST_04408,2025-09-14,Fraud,Phone,15,3
CMP_0002903,CUST_02542,2022-03-09,KYC,Digital,4,4
CMP_0002904,CUST_04246,2026-07-27,Fraud,Branch,4,4
CMP_0002905,CUST_06098,2026-07-24,Service,Phone,50,4
CMP_0002906,CUST_06805,2022-03-14,KYC,Digital,16,4
CMP_0002907,CUST_03218,2024-04-01,Service,Phone,1,4
CMP_0002908,CUST_09032,2025-11-11,KYC,Digital,17,4
CMP_0002909,CUST_07115,2025-01-16,Fees,Branch,1,5
CMP_0002910,CUST_02267,2024-08-11,KYC,Digital,4,4
CMP_0002911,CUST_02712,2024-10-27,Service,Digital,5,3
CMP_0002912,CUST_08437,2025-02-23,Fees,Digital,6,5
CMP_0002913,CUST_04458,2022-12-25,Fees,Phone,10,4
CMP_0002914,CUST_04171,2025-06-02,Fees,Digital,7,5
CMP_0002915,CUST_07274,2024-08-29,Service,Branch,1,5
CMP_0002916,CUST_02731,2026-04-26,Fees,Phone,6,2
CMP_0002917,CUST_09879,2023-01-21,Service,Digital,7,2
CMP_0002918,CUST_08198,2026-06-20,Fees,Branch,57,5
CMP_0002919,CUST_04992,2025-09-18,KYC,Phone,1,4
CMP_0002920,CUST_04185,2022-12-24,Fees,Digital,8,4
CMP_0002921,CUST_08127,2024-05-13,Fees,Branch,5,5
CMP_0002922,CUST_07505,2025-09-21,Fees,Branch,5,1
CMP_0002923,CUST_00520,2024-12-15,Service,Phone,9,4
CMP_0002924,CUST_01223,2025-07-04,Service,Digital,1,2
CMP_0002925,CUST_09327,2024-05-01,Fees,Digital,6,4
CMP_0002926,CUST_01505,2023-07-10,Service,Digital,5,1
CMP_0002927,CUST_02228,2026-04-11,Fees,Branch,3,4
CMP_0002928,CUST_02758,2023-02-27,Fraud,Phone,10,3
CMP_0002929,CUST_09757,2026-05-27,KYC,Branch,8,2
CMP_0002930,CUST_01526,2025-03-30,Service,Phone,1,1
CMP_0002931,CUST_09321,2025-05-24,Service,Branch,4,3
CMP_0002932,CUST_01773,2022-09-17,Fees,Phone,4,3
CMP_0002933,CUST_02896,2024-04-27,Fees,Branch,22,5
CMP_0002934,CUST_06663,2023-12-29,Fees,Phone,10,5
CMP_0002935,CUST_07872,2022-01-05,Fraud,Phone,3,5
CMP_0002936,CUST_07259,2026-02-02,Service,Digital,3,4
CMP_0002937,CUST_05949,2022-04-03,Fees,Phone,1,4
CMP_0002938,CUST_09201,2024-05-22,Service,Phone,12,4
CMP_0002939,CUST_05025,2023-02-23,Fees,Branch,3,3
CMP_0002940,CUST_09192,2024-08-28,Fees,Digital,12,2
CMP_0002941,CUST_00736,2024-11-19,Service,Branch,41,3
CMP_0002942,CUST_05765,2025-02-17,Service,Digital,16,5
CMP_0002943,CUST_01828,2023-11-29,Service,Digital,5,3
CMP_0002944,CUST_06637,2026-02-27,Service,Digital,1,4
CMP_0002945,CUST_09006,2025-11-06,Service,Branch,4,4
CMP_0002946,CUST_04079,2022-04-30,Service,Phone,19,5
CMP_0002947,CUST_09022,2024-03-27,Service,Branch,4,4
CMP_0002948,CUST_01222,2023-02-25,KYC,Phone,15,3
CMP_0002949,CUST_03188,2024-08-25,Fees,Digital,5,3
CMP_0002950,CUST_05365,2023-11-14,Fees,Digital,4,4
CMP_0002951,CUST_05259,2024-11-12,Service,Digital,4,3
CMP_0002952,CUST_02913,2025-10-20,Fees,Branch,3,1
CMP_0002953,CUST_00497,2025-08-28,Fees,Branch,9,4
CMP_0002954,CUST_07598,2023-04-22,Fees,Branch,31,3
CMP_0002955,CUST_07817,2025-01-22,KYC,Phone,7,4
CMP_0002956,CUST_03145,2023-12-04,Fraud,Branch,7,4
CMP_0002957,CUST_08627,2022-04-21,Fees,Branch,1,5
CMP_0002958,CUST_01643,2023-11-08,Fees,Branch,6,4
CMP_0002959,CUST_02503,2022-05-21,Service,Phone,2,2
CMP_0002960,CUST_02908,2024-04-09,Service,Branch,4,4
CMP_0002961,CUST_08962,2024-06-03,Fees,Digital,3,4
CMP_0002962,CUST_04100,2026-05-30,KYC,Phone,5,5
CMP_0002963,CUST_02003,2022-03-02,Service,Branch,10,1
CMP_0002964,CUST_04722,2023-07-14,Service,Digital,7,3
CMP_0002965,CUST_07745,2023-06-24,Fees,Branch,19,5
CMP_0002966,CUST_00749,2022-09-07,Service,Branch,6,4
CMP_0002967,CUST_08380,2026-03-12,Fees,Digital,8,2
CMP_0002968,CUST_06316,2025-11-30,KYC,Branch,4,3
CMP_0002969,CUST_00829,2024-07-10,KYC,Phone,4,4
CMP_0002970,CUST_03034,2025-07-29,Fees,Phone,2,5
CMP_0002971,CUST_02848,2026-04-11,KYC,Digital,4,3
CMP_0002972,CUST_00665,2022-02-18,Service,Digital,10,5
CMP_0002973,CUST_07098,2026-08-01,KYC,Branch,12,5
CMP_0002974,CUST_02924,2024-07-29,Fees,Phone,1,5
CMP_0002975,CUST_03503,2025-12-16,KYC,Branch,2,5
CMP_0002976,CUST_03550,2022-07-07,KYC,Digital,1,3
CMP_0002977,CUST_00841,2026-06-06,Fraud,Branch,8,4
CMP_0002978,CUST_03718,2024-04-10,Service,Phone,7,4
CMP_0002979,CUST_02015,2022-12-26,Fees,Digital,7,3
CMP_0002980,CUST_02393,2025-08-26,KYC,Phone,5,5
CMP_0002981,CUST_00689,2025-08-27,KYC,Branch,7,5
CMP_0002982,CUST_09950,2023-06-07,Fraud,Digital,3,5
CMP_0002983,CUST_08666,2025-04-06,Service,Phone,1,4
CMP_0002984,CUST_03051,2023-01-27,Fees,Branch,59,3
CMP_0002985,CUST_06042,2023-09-15,Service,Digital,2,5
CMP_0002986,CUST_07658,2022-11-18,Fees,Phone,7,5
CMP_0002987,CUST_05343,2026-01-23,Fees,Digital,12,4
CMP_0002988,CUST_04656,2024-11-18,Service,Digital,8,5
CMP_0002989,CUST_07131,2025-10-17,Fees,Phone,2,4
CMP_0002990,CUST_04851,2025-05-28,Service,Digital,2,4
CMP_0002991,CUST_07870,2026-07-10,KYC,Branch,11,3
CMP_0002992,CUST_03300,2025-01-07,Fees,Branch,60,4
CMP_0002993,CUST_08246,2024-07-22,KYC,Digital,9,4
CMP_0002994,CUST_07784,2024-12-22,Service,Phone,7,3
CMP_0002995,CUST_09359,2025-01-08,Service,Branch,2,5
CMP_0002996,CUST_00082,2026-03-24,Service,Branch,10,4
CMP_0002997,CUST_01666,2024-07-10,Service,Branch,6,5
CMP_0002998,CUST_03206,2026-02-16,Service,Digital,9,1
CMP_0002999,CUST_10026,2026-07-08,KYC,Phone,9,5
CMP_0003000,CUST_04219,2025-08-07,KYC,Phone,2,5
