Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag,NPA_Flag_raw
LOAN_0001261,CUST_02998,Home,2024-05-24,5465411.02,7.05,180,3,N,N
LOAN_0001262,CUST_05732,Home,2022-04-20,4173458.14,8.82,180,11,N,N
LOAN_0001263,CUST_03543,Home,2025-08-14,9833849.67,9.21,120,3,N,N
LOAN_0001264,CUST_02271,Personal,2021-06-29,205983.23,17.45,60,23,N,N
LOAN_0001265,CUST_00390,Home,2025-08-22,8050058.96,8.86,180,5,N,N
LOAN_0001266,CUST_02510,Personal,2023-11-07,599068.01,17.58,24,3,N,N
LOAN_0001267,CUST_04298,Auto,2022-03-26,1779818.62,12.5,48,7,N,N
LOAN_0001268,CUST_10042,Education,2021-02-11,822132.35,11.38,120,7,N,N
LOAN_0001269,CUST_09161,Education,2025-01-03,733603.2,8.07,60,17,N,N
LOAN_0001270,CUST_00811,Personal,2026-03-11,1111443.95,17.57,60,5,N,N
LOAN_0001271,CUST_09232,Home,2023-03-13,2860398.94,7.29,300,150,Y,Y
LOAN_0001272,CUST_03023,Education,2022-12-01,1601095.88,8.09,60,3,N,N
LOAN_0001273,CUST_04786,Education,2023-11-10,1143531.8,12.35,60,3,N,N
LOAN_0001274,CUST_07751,Education,2023-04-13,659968.6,12.2,84,2,N,N
LOAN_0001275,CUST_01763,Home,2024-01-10,8658947.37,7.63,180,20,N,N
LOAN_0001276,CUST_04357,Personal,2022-09-18,825368.64,15.88,24,6,N,N
LOAN_0001277,CUST_00588,Home,2026-07-03,3307353.79,7.42,240,12,N,N
LOAN_0001278,CUST_07225,Auto,2022-10-26,1460835.0,12.55,36,9,N,N
LOAN_0001279,CUST_07523,Education,2024-03-17,1453544.86,7.7,120,6,N,N
LOAN_0001280,CUST_00438,Education,2022-07-27,228070.36,12.31,84,11,N,N
LOAN_0001281,CUST_08825,Home,2021-07-17,4956690.76,8.16,120,15,N,N
LOAN_0001282,CUST_08286,Education,2022-07-10,1171837.37,11.53,60,0,N,N
LOAN_0001283,CUST_04152,Personal,2022-04-30,448750.56,15.54,24,20,N,N
LOAN_0001284,CUST_05882,Home,2025-08-22,9603229.94,9.44,300,7,N,N
LOAN_0001285,CUST_07802,Auto,2023-09-21,655680.79,10.39,72,6,N,N
LOAN_0001286,CUST_02034,Personal,2026-05-28,300681.75,11.68,60,23,N,N
LOAN_0001287,CUST_02333,Auto,2026-03-09,737698.24,10.55,48,0,N,N
LOAN_0001288,CUST_04667,Personal,2022-08-25,359456.13,14.19,36,5,N,N
LOAN_0001289,CUST_06214,Home,2025-08-08,4704005.86,7.2,300,11,N,N
LOAN_0001290,CUST_03613,Personal,2021-11-24,651545.96,16.4,48,2,N,N
LOAN_0001291,CUST_03339,Personal,2022-02-13,1243999.88,14.62,24,9,N,N
LOAN_0001292,CUST_07787,Personal,2022-03-21,1032326.8,13.35,60,7,N,N
LOAN_0001293,CUST_08787,Home,2024-11-07,5735572.28,10.03,240,15,N,N
LOAN_0001294,CUST_09103,Home,2021-10-24,4451060.31,10.0,240,0,N,N
LOAN_0001295,CUST_05762,Home,2021-05-14,4412566.7,10.41,180,8,N,N
LOAN_0001296,CUST_02948,Education,2023-04-05,1950169.02,11.25,84,7,N,N
LOAN_0001297,CUST_08145,Auto,2025-10-02,538187.28,10.94,72,1,N,N
LOAN_0001298,CUST_00260,Auto,2022-05-01,413863.29,12.81,36,0,N,N
LOAN_0001299,CUST_02878,Auto,2022-08-26,1333929.89,9.68,48,3,N,N
LOAN_0001300,CUST_01959,Home,2022-05-11,5733998.01,9.75,300,10,N,N
LOAN_0001301,CUST_08096,Auto,2025-11-21,1182945.37,11.19,60,7,N,N
LOAN_0001302,CUST_00182,Auto,2024-12-05,928224.83,11.84,60,0,N,N
LOAN_0001303,CUST_10120,Personal,2024-11-24,175407.6,12.99,60,60,N,N
LOAN_0001304,CUST_08119,Home,2024-03-10,3318528.25,8.51,180,0,N,N
LOAN_0001305,CUST_03066,Personal,2026-02-24,874237.19,15.59,24,1,N,N
LOAN_0001306,CUST_08352,Education,2022-04-17,399712.19,7.54,60,8,N,N
LOAN_0001307,CUST_03793,Auto,2024-02-18,1185175.73,12.05,48,2,N,N
LOAN_0001308,CUST_01773,Education,2022-05-04,1046144.15,11.88,120,12,N,N
LOAN_0001309,CUST_06133,Personal,2026-01-12,1338312.63,14.57,60,3,N,N
LOAN_0001310,CUST_05906,Personal,2024-01-29,996080.58,12.25,24,14,N,N
LOAN_0001311,CUST_07299,Auto,2023-08-02,1732592.7,10.88,72,16,N,N
LOAN_0001312,CUST_01010,Personal,2025-02-05,1394770.85,15.61,60,3,N,N
LOAN_0001313,CUST_04379,Personal,2023-06-22,533478.5,12.93,24,3,N,N
LOAN_0001314,CUST_04470,Education,2024-06-05,1781877.01,8.56,84,4,N,N
LOAN_0001315,CUST_01796,Home,2023-08-16,4597670.27,9.34,180,6,N,N
LOAN_0001316,CUST_04070,Home,2021-07-24,8141690.11,9.68,300,6,N,N
LOAN_0001317,CUST_05867,Home,2025-04-14,2678325.62,9.47,240,6,N,N
LOAN_0001318,CUST_06254,Home,2021-10-04,9825233.36,9.61,180,31,N,N
LOAN_0001319,CUST_01519,Personal,2023-04-29,357118.62,12.73,24,17,N,N
LOAN_0001320,CUST_02885,Auto,2023-01-17,974935.37,11.34,60,4,N,N
LOAN_0001321,CUST_00110,Auto,2026-03-24,403085.5,11.96,60,7,N,N
LOAN_0001322,CUST_06313,Auto,2022-11-19,1921002.23,8.83,36,19,N,N
LOAN_0001323,CUST_08568,Auto,2021-09-07,2139582.99,8.78,60,0,N,N
LOAN_0001324,CUST_09918,Personal,2021-08-04,1320637.34,15.58,60,0,N,N
LOAN_0001325,CUST_04460,Home,2026-04-26,6965614.86,9.33,120,1,N,N
LOAN_0001326,CUST_01059,Home,2026-06-23,5362235.23,10.25,240,14,N,N
LOAN_0001327,CUST_09423,Home,2023-07-14,9137607.9,8.86,300,0,N,N
LOAN_0001328,CUST_09558,Auto,2021-06-30,1403728.46,10.59,60,4,N,N
LOAN_0001329,CUST_00217,Education,2022-06-19,756836.8,9.48,84,24,N,N
LOAN_0001330,CUST_01697,Home,2025-05-17,9347204.41,7.41,240,5,N,N
LOAN_0001331,CUST_00569,Home,2021-03-22,9455548.58,7.17,300,9,N,N
LOAN_0001332,CUST_09877,Home,2024-09-18,2989230.03,7.31,240,5,N,N
LOAN_0001333,CUST_03878,Personal,2026-05-13,449929.61,13.97,60,0,N,N
LOAN_0001334,CUST_05709,Home,2024-09-27,3244103.49,7.59,240,8,N,N
LOAN_0001335,CUST_08173,Home,2024-04-10,8445358.11,10.41,240,1,N,N
LOAN_0001336,CUST_10035,Auto,2023-10-11,2494737.56,10.65,60,11,N,N
LOAN_0001337,CUST_06375,Auto,2021-02-12,1354091.56,8.75,48,1,N,N
LOAN_0001338,CUST_00607,Personal,2022-11-13,1312695.27,10.84,24,15,N,N
LOAN_0001339,CUST_00065,Personal,2022-08-21,607588.43,12.01,48,4,N,N
LOAN_0001340,CUST_05085,Personal,2021-01-03,1496661.2,12.62,36,0,N,N
LOAN_0001341,CUST_07835,Personal,2025-02-22,860436.86,12.99,36,4,N,N
LOAN_0001342,CUST_07262,Auto,2023-07-02,1919290.01,8.94,60,2,N,N
LOAN_0001343,CUST_00026,Home,2021-10-17,3389331.33,9.98,240,1,N,N
LOAN_0001344,CUST_04458,Auto,2023-05-08,1372730.2,12.89,60,0,N,N
LOAN_0001345,CUST_09386,Education,2021-02-16,1761280.54,11.45,84,20,N,N
LOAN_0001346,CUST_00102,Auto,2021-09-14,1663019.22,9.6,60,10,N,N
LOAN_0001347,CUST_03394,Personal,2021-04-12,1239904.27,13.02,60,11,N,N
LOAN_0001348,CUST_03614,Auto,2024-11-25,2341771.27,10.07,48,10,N,N
LOAN_0001349,CUST_03195,Auto,2025-05-04,1835286.5,11.81,72,4,N,N
LOAN_0001350,CUST_00979,Auto,2026-03-10,1212426.13,11.49,48,0,N,N
LOAN_0001351,CUST_09171,Home,2026-05-16,7222102.44,7.29,300,3,N,N
LOAN_0001352,CUST_09151,Personal,2021-03-22,1330361.05,14.52,48,0,N,N
LOAN_0001353,CUST_00629,Home,2021-04-27,8319418.57,9.37,300,10,N,N
LOAN_0001354,CUST_04985,Education,2024-05-22,1154998.08,12.48,60,0,N,N
LOAN_0001355,CUST_03062,Education,2023-05-18,1566147.69,7.76,60,21,N,N
LOAN_0001356,CUST_03661,Auto,2025-01-23,1574968.96,9.93,72,0,N,N
LOAN_0001357,CUST_00656,Home,2022-09-27,4461462.78,8.85,180,0,N,N
LOAN_0001358,CUST_08584,Home,2022-10-25,9983722.83,7.03,120,1,N,N
LOAN_0001359,CUST_09457,Education,2023-12-01,1552076.98,9.34,60,1,N,N
LOAN_0001360,CUST_09526,Personal,2024-03-13,725726.99,15.02,24,13,N,N
LOAN_0001361,CUST_07974,Home,2022-02-21,9636533.44,7.17,300,95,Y,Y
LOAN_0001362,CUST_03638,Home,2025-07-08,8341865.34,7.03,240,6,N,N
LOAN_0001363,CUST_03077,Auto,2022-01-08,806165.22,8.74,60,26,N,N
LOAN_0001364,CUST_01751,Auto,2023-02-09,1695863.66,10.36,72,32,N,N
LOAN_0001365,CUST_09379,Home,2024-06-10,9366663.56,7.54,240,4,N,N
LOAN_0001366,CUST_05459,Home,2021-11-30,7737886.0,10.28,180,4,N,N
LOAN_0001367,CUST_09590,Personal,2023-12-26,147557.72,12.23,36,12,N,N
LOAN_0001368,CUST_05501,Home,2024-03-03,2247235.43,8.53,240,11,N,N
LOAN_0001369,CUST_00582,Home,2022-09-09,2620710.94,7.65,120,1,N,N
LOAN_0001370,CUST_05194,Education,2023-01-01,752379.81,9.94,60,10,N,N
LOAN_0001371,CUST_04673,Home,2022-06-22,6331681.69,7.63,180,6,N,N
LOAN_0001372,CUST_02928,Home,2022-04-19,8387219.23,9.84,120,2,N,N
LOAN_0001373,CUST_09195,Home,2023-05-27,9825690.07,7.98,240,4,N,N
LOAN_0001374,CUST_05646,Home,2021-01-10,6511953.03,9.53,120,4,N,N
LOAN_0001375,CUST_06295,Auto,2024-08-12,502689.86,9.75,72,10,N,N
LOAN_0001376,CUST_09125,Auto,2022-06-11,457518.16,12.84,60,4,N,N
LOAN_0001377,CUST_05663,Auto,2024-05-22,2081859.9,11.25,36,2,N,N
LOAN_0001378,CUST_00156,Education,2022-05-04,905789.37,9.26,60,10,N,N
LOAN_0001379,CUST_08087,Home,2022-05-29,3751272.14,8.74,120,1,N,N
LOAN_0001380,CUST_06870,Home,2022-04-08,3920523.22,7.6,240,10,N,N
LOAN_0001381,CUST_08350,Personal,2022-02-09,925372.26,11.08,36,9,N,N
LOAN_0001382,CUST_03562,Auto,2025-05-07,1750785.55,12.25,36,60,N,N
LOAN_0001383,CUST_03527,Auto,2021-05-09,1072843.32,11.71,36,1,N,N
LOAN_0001384,CUST_06475,Auto,2022-01-29,963700.04,11.0,60,2,N,N
LOAN_0001385,CUST_07614,Personal,2023-06-19,333014.92,12.53,36,14,N,N
LOAN_0001386,CUST_06997,Personal,2023-02-23,998860.48,15.92,24,7,N,N
LOAN_0001387,CUST_09132,Personal,2025-04-30,594640.97,12.87,36,7,N,N
LOAN_0001388,CUST_07594,Personal,2023-02-27,1186265.28,12.43,48,6,N,N
LOAN_0001389,CUST_09843,Auto,2023-12-23,819929.69,11.79,36,4,N,N
LOAN_0001390,CUST_06841,Personal,2021-07-17,590590.97,14.96,24,16,N,N
LOAN_0001391,CUST_09482,Personal,2023-06-17,1385342.84,13.49,60,15,N,N
LOAN_0001392,CUST_08129,Home,2023-03-25,7209057.14,8.07,240,1,N,N
LOAN_0001393,CUST_04895,Auto,2025-01-26,463204.51,8.94,72,2,N,N
LOAN_0001394,CUST_02735,Personal,2024-07-01,262514.16,10.68,24,14,N,N
LOAN_0001395,CUST_01806,Home,2021-11-16,7675371.92,7.12,240,3,N,N
LOAN_0001396,CUST_09602,Personal,2022-09-15,613498.75,12.44,60,2,N,N
LOAN_0001397,CUST_05457,Personal,2021-09-13,855872.11,15.13,36,20,N,N
LOAN_0001398,CUST_01938,Personal,2026-07-05,484759.84,15.58,36,1,N,N
LOAN_0001399,CUST_01616,Auto,2025-03-30,1520284.98,9.62,60,16,N,N
LOAN_0001400,CUST_08351,Personal,2023-01-29,825278.37,17.84,60,21,N,N
LOAN_0001401,CUST_06288,Home,2022-08-24,6234098.22,7.58,240,50,N,N
LOAN_0001402,CUST_08467,Auto,2026-05-16,1292495.01,12.99,60,4,N,N
LOAN_0001403,CUST_09811,Home,2022-08-28,3882417.02,10.21,120,10,N,N
LOAN_0001404,CUST_10085,Auto,2026-03-08,1991099.0,10.16,48,7,N,N
LOAN_0001405,CUST_03482,Home,2023-03-08,6891430.46,7.96,180,8,N,N
LOAN_0001406,CUST_06312,Home,2024-10-29,7632661.5,7.44,240,3,N,N
LOAN_0001407,CUST_01257,Home,2024-05-09,2438385.95,8.65,240,3,N,N
LOAN_0001408,CUST_00295,Home,2025-09-03,8750256.92,7.78,180,10,N,N
LOAN_0001409,CUST_03468,Personal,2025-08-07,1355485.94,10.9,36,6,N,N
LOAN_0001410,CUST_04988,Education,2025-12-06,1244881.7,10.34,60,0,N,N
LOAN_0001411,CUST_06203,Personal,2022-09-27,161075.93,12.96,36,3,N,N
LOAN_0001412,CUST_10164,Home,2024-03-11,9402836.57,8.76,300,3,N,N
LOAN_0001413,CUST_00193,Personal,2022-04-14,562426.98,15.67,36,2,N,N
LOAN_0001414,CUST_09821,Auto,2026-01-11,1384764.2,11.41,72,3,N,N
LOAN_0001415,CUST_08892,Personal,2024-08-28,233124.43,12.29,36,4,N,N
LOAN_0001416,CUST_06832,Home,2023-06-30,3818792.27,10.05,240,1,N,N
LOAN_0001417,CUST_00612,Personal,2025-01-10,1334638.38,11.48,24,8,N,N
LOAN_0001418,CUST_09272,Personal,2024-06-04,501432.06,14.88,60,0,N,N
LOAN_0001419,CUST_03578,Education,2026-01-01,776713.03,12.39,84,0,N,N
LOAN_0001420,CUST_06971,Home,2026-07-04,9224517.18,9.12,120,6,N,N
LOAN_0001421,CUST_06328,Personal,2023-01-26,1218407.75,14.04,48,7,N,N
LOAN_0001422,CUST_05139,Home,2025-02-22,7917987.7,10.24,180,2,N,N
LOAN_0001423,CUST_03504,Home,2024-05-24,4321816.38,7.33,300,2,N,N
LOAN_0001424,CUST_09655,Home,2021-10-12,2452279.96,7.65,120,10,N,N
LOAN_0001425,CUST_00297,Personal,2023-06-09,473861.68,17.51,36,7,N,N
LOAN_0001426,CUST_03916,Home,2025-12-02,7784090.02,8.31,120,7,N,N
LOAN_0001427,CUST_10038,Home,2025-11-09,9072069.73,8.0,180,4,N,N
LOAN_0001428,CUST_06181,Personal,2022-05-02,1019004.68,16.91,60,21,N,N
LOAN_0001429,CUST_07728,Personal,2022-02-26,455485.66,17.24,36,2,N,N
LOAN_0001430,CUST_08656,Home,2021-12-19,2234182.2,9.92,300,2,N,N
LOAN_0001431,CUST_01404,Home,2024-04-15,4975342.46,9.87,240,1,N,N
LOAN_0001432,CUST_05641,Personal,2024-10-22,1318980.32,11.22,60,3,N,N
LOAN_0001433,CUST_01478,Education,2026-05-04,236264.19,7.59,84,0,N,N
LOAN_0001434,CUST_01206,Education,2024-07-29,1407366.53,9.58,84,3,N,N
LOAN_0001435,CUST_09173,Auto,2021-10-31,1728948.57,10.2,48,4,N,N
LOAN_0001436,CUST_05719,Home,2024-11-23,4546752.56,10.27,180,7,N,N
LOAN_0001437,CUST_05703,Personal,2026-01-20,703881.41,13.54,36,21,N,N
LOAN_0001438,CUST_00235,Personal,2025-12-17,1387006.71,13.11,60,24,N,N
LOAN_0001439,CUST_05752,Home,2025-03-28,5539948.62,7.99,240,13,N,N
LOAN_0001440,CUST_01404,Home,2023-07-21,6890686.16,8.09,180,1,N,N
LOAN_0001441,CUST_00038,Personal,2024-03-14,591735.64,11.72,24,6,N,N
LOAN_0001442,CUST_02460,Auto,2021-02-05,1679768.79,8.59,72,0,N,N
LOAN_0001443,CUST_00114,Home,2024-02-03,2372846.26,7.29,180,8,N,N
LOAN_0001444,CUST_08990,Home,2021-07-21,7388999.0,8.98,300,7,N,N
LOAN_0001445,CUST_09357,Home,2025-12-12,9273331.07,7.08,300,0,N,N
LOAN_0001446,CUST_06193,Personal,2021-12-24,912842.84,15.08,48,150,Y,Y
LOAN_0001447,CUST_01135,Auto,2024-10-22,1823770.6,12.72,72,11,N,N
LOAN_0001448,CUST_03025,Education,2025-11-02,758606.91,11.45,84,5,N,N
LOAN_0001449,CUST_01313,Personal,2022-03-20,686360.43,15.48,24,24,N,N
LOAN_0001450,CUST_00183,Auto,2025-11-16,865990.21,10.94,72,1,N,N
LOAN_0001451,CUST_08570,Personal,2023-10-04,311628.92,16.55,36,3,N,N
LOAN_0001452,CUST_03287,Education,2022-05-23,685938.37,9.34,84,19,N,N
LOAN_0001453,CUST_02525,Auto,2023-04-22,2161667.65,12.14,48,10,N,N
LOAN_0001454,CUST_00502,Home,2024-11-16,5277653.0,10.31,120,90,Y,Y
LOAN_0001455,CUST_07565,Education,2024-04-10,1658698.63,8.07,60,3,N,N
LOAN_0001456,CUST_04397,Education,2024-06-14,507232.57,9.68,60,14,N,N
LOAN_0001457,CUST_08841,Auto,2024-08-02,1027731.49,10.13,48,2,N,N
LOAN_0001458,CUST_03833,Education,2025-09-28,647520.77,9.18,60,2,N,N
LOAN_0001459,CUST_02336,Home,2026-02-02,9630583.69,9.39,300,2,N,N
LOAN_0001460,CUST_02059,Home,2025-05-17,6852957.21,9.48,120,18,N,N
LOAN_0001461,CUST_04158,Home,2025-02-05,8806375.55,9.91,300,8,N,N
LOAN_0001462,CUST_08089,Home,2023-11-28,9217907.13,10.41,300,11,N,N
LOAN_0001463,CUST_03918,Home,2024-11-21,2348510.12,8.44,120,15,N,N
LOAN_0001464,CUST_05637,Personal,2023-09-10,451392.31,15.8,60,0,N,N
LOAN_0001465,CUST_03154,Home,2023-10-11,7072487.92,9.83,180,2,N,N
LOAN_0001466,CUST_03112,Personal,2025-04-14,126302.93,13.29,48,3,N,N
LOAN_0001467,CUST_05992,Personal,2022-04-15,366117.1,13.31,60,12,N,N
LOAN_0001468,CUST_10135,Auto,2022-12-10,2184584.02,9.51,72,12,N,N
LOAN_0001469,CUST_04024,Personal,2021-03-08,411524.68,15.83,36,21,N,N
LOAN_0001470,CUST_01621,Personal,2026-05-22,860007.28,17.54,36,13,N,N
LOAN_0001471,CUST_08616,Auto,2022-07-20,1781901.37,11.72,60,3,N,N
LOAN_0001472,CUST_08469,Auto,2026-07-09,611889.7,11.32,48,6,N,N
LOAN_0001473,CUST_02186,Auto,2025-08-11,1406858.03,12.74,72,11,N,N
LOAN_0001474,CUST_04646,Auto,2025-11-08,1364723.27,12.11,60,1,N,N
LOAN_0001475,CUST_04469,Personal,2022-01-11,839871.38,12.12,36,6,N,N
LOAN_0001476,CUST_08493,Education,2026-07-07,1906345.62,8.9,84,4,N,N
LOAN_0001477,CUST_09891,Auto,2026-01-18,2450076.51,12.94,48,3,N,N
LOAN_0001478,CUST_07486,Auto,2024-01-16,1863950.46,9.82,60,0,N,N
LOAN_0001479,CUST_06596,Home,2021-11-06,8552441.43,7.02,300,0,N,N
LOAN_0001480,CUST_04099,Home,2021-03-27,9364559.7,9.45,300,3,N,N
LOAN_0001481,CUST_07752,Home,2026-06-23,9041884.64,8.47,240,16,N,N
LOAN_0001482,CUST_06571,Personal,2021-06-14,351107.14,14.94,48,9,N,N
LOAN_0001483,CUST_02092,Personal,2021-03-13,818232.51,11.24,24,15,N,N
LOAN_0001484,CUST_03095,Home,2022-03-12,3956530.06,9.46,300,0,N,N
LOAN_0001485,CUST_00295,Home,2024-06-16,6181143.04,10.2,120,2,N,N
LOAN_0001486,CUST_08278,Education,2025-12-31,958095.97,7.57,60,6,N,N
LOAN_0001487,CUST_05283,Auto,2023-07-16,2193086.47,10.18,48,19,N,N
LOAN_0001488,CUST_06926,Personal,2022-01-28,284233.85,12.68,60,4,N,N
LOAN_0001489,CUST_08936,Auto,2021-06-02,733463.15,8.55,48,8,N,N
LOAN_0001490,CUST_08141,Auto,2021-02-09,1344691.56,12.0,72,4,N,N
LOAN_0001491,CUST_02516,Home,2022-02-13,5684250.06,8.53,180,1,N,N
LOAN_0001492,CUST_09281,Auto,2025-03-30,585923.64,12.98,72,3,N,N
LOAN_0001493,CUST_08060,Personal,2023-04-01,591707.75,10.58,24,1,N,N
LOAN_0001494,CUST_05669,Personal,2024-11-30,127339.01,13.82,60,4,N,N
LOAN_0001495,CUST_00432,Home,2025-05-03,8176220.4,8.78,300,1,N,N
LOAN_0001496,CUST_01721,Personal,2024-11-10,154423.86,11.06,60,0,N,N
LOAN_0001497,CUST_03892,Education,2025-01-18,738143.6,11.99,84,4,N,N
LOAN_0001498,CUST_08186,Home,2023-01-19,4872470.84,8.18,120,3,N,N
LOAN_0001499,CUST_00930,Home,2021-03-31,9396759.67,8.88,180,23,N,N
LOAN_0001500,CUST_08838,Personal,2024-09-08,172618.27,16.11,60,4,N,N
LOAN_0001501,CUST_04309,Personal,2021-06-04,1259745.15,16.09,24,4,N,N
LOAN_0001502,CUST_09760,Education,2024-04-30,1603364.06,11.6,60,1,N,N
LOAN_0001503,CUST_09881,Education,2023-10-14,1465591.11,9.15,60,12,N,N
LOAN_0001504,CUST_02881,Education,2023-08-10,703640.08,8.44,120,10,N,N
LOAN_0001505,CUST_06305,Auto,2022-06-10,2021840.28,12.24,36,9,N,N
LOAN_0001506,CUST_03364,Personal,2022-07-16,579626.89,12.88,48,2,N,N
LOAN_0001507,CUST_07463,Personal,2022-09-13,789783.64,10.83,24,10,N,N
LOAN_0001508,CUST_08635,Personal,2026-03-04,833490.44,14.17,36,3,N,N
LOAN_0001509,CUST_08066,Personal,2021-03-26,1404658.84,15.46,24,0,N,N
LOAN_0001510,CUST_10082,Auto,2022-02-15,1585837.04,11.7,36,7,N,N
LOAN_0001511,CUST_03260,Personal,2023-09-11,740383.06,17.07,60,5,N,N
LOAN_0001512,CUST_00896,Home,2021-12-27,6666261.81,10.22,120,7,N,N
LOAN_0001513,CUST_01003,Education,2025-05-04,1742733.06,8.79,60,2,N,N
LOAN_0001514,CUST_07398,Personal,2025-12-07,342855.84,14.4,24,1,N,N
LOAN_0001515,CUST_03183,Personal,2022-09-08,377115.22,11.92,24,0,N,N
LOAN_0001516,CUST_10020,Education,2025-01-13,789019.69,8.31,60,2,N,N
LOAN_0001517,CUST_01906,Personal,2023-12-22,102608.78,14.31,24,2,N,N
LOAN_0001518,CUST_05865,Home,2021-12-04,3778977.92,9.41,300,26,N,N
LOAN_0001519,CUST_05788,Home,2023-06-21,3561611.39,10.2,240,0,N,N
LOAN_0001520,CUST_06680,Education,2025-08-26,857100.12,11.5,84,8,N,N
LOAN_0001521,CUST_00423,Auto,2021-03-13,425666.68,8.63,72,5,N,N
LOAN_0001522,CUST_02433,Home,2022-11-11,7144845.26,8.49,120,9,N,N
LOAN_0001523,CUST_02453,Home,2025-06-21,6905833.22,7.31,240,4,N,N
LOAN_0001524,CUST_03413,Auto,2026-06-16,688885.01,11.79,48,13,N,N
LOAN_0001525,CUST_01841,Home,2021-08-31,6163096.23,7.77,180,75,N,N
LOAN_0001526,CUST_03433,Personal,2025-09-13,839031.46,17.82,48,4,N,N
LOAN_0001527,CUST_07541,Home,2024-01-07,5150677.65,7.31,180,1,N,N
LOAN_0001528,CUST_08526,Personal,2021-06-13,785682.08,17.48,24,10,N,N
LOAN_0001529,CUST_05296,Home,2021-04-11,5498553.36,9.77,180,3,N,N
LOAN_0001530,CUST_01636,Home,2021-09-21,6705216.59,7.55,300,14,N,N
LOAN_0001531,CUST_08921,Personal,2022-02-15,179489.99,16.35,24,3,N,N
LOAN_0001532,CUST_04498,Home,2024-05-22,4827531.09,10.24,300,3,N,N
LOAN_0001533,CUST_03131,Personal,2023-09-20,407251.5,13.75,60,9,N,N
LOAN_0001534,CUST_08894,Personal,2023-02-13,627548.5,14.36,24,7,N,N
LOAN_0001535,CUST_01644,Personal,2026-06-13,1462011.33,15.89,48,7,N,N
LOAN_0001536,CUST_00763,Home,2026-03-24,5471948.85,9.74,240,3,N,N
LOAN_0001537,CUST_09837,Personal,2026-01-20,418827.54,14.52,60,14,N,N
LOAN_0001538,CUST_00155,Home,2024-07-15,3186502.57,8.57,240,14,N,N
LOAN_0001539,CUST_06531,Home,2022-04-03,9596238.6,7.07,240,1,N,N
LOAN_0001540,CUST_07607,Education,2025-07-07,227835.34,12.23,60,5,N,N
LOAN_0001541,CUST_04902,Auto,2025-01-17,2451917.85,11.49,60,13,N,N
LOAN_0001542,CUST_08721,Auto,2021-04-30,416702.84,11.83,48,13,N,N
LOAN_0001543,CUST_02678,Home,2021-09-13,5514206.35,7.99,240,22,N,N
LOAN_0001544,CUST_05402,Auto,2023-02-13,704355.97,9.8,48,8,N,N
LOAN_0001545,CUST_08176,Auto,2024-10-20,1308619.25,9.94,36,3,N,N
LOAN_0001546,CUST_08726,Home,2021-08-01,8056618.34,9.44,180,20,N,N
LOAN_0001547,CUST_09138,Home,2023-03-18,7178448.34,8.46,120,4,N,N
LOAN_0001548,CUST_02690,Home,2026-06-01,3231401.38,7.25,300,2,N,N
LOAN_0001549,CUST_01289,Personal,2022-11-08,1305404.44,13.86,36,3,N,N
LOAN_0001550,CUST_04293,Home,2021-04-29,9281498.07,10.06,180,0,N,N
LOAN_0001551,CUST_06010,Home,2023-06-26,5024179.34,10.47,240,7,N,N
LOAN_0001552,CUST_09618,Education,2022-01-22,1680096.76,9.99,60,1,N,N
LOAN_0001553,CUST_08876,Auto,2023-08-21,1066587.72,8.53,36,1,N,N
LOAN_0001554,CUST_07949,Home,2023-01-22,6783291.8,8.35,120,1,N,N
LOAN_0001555,CUST_00693,Personal,2022-07-22,421326.54,12.13,24,1,N,N
LOAN_0001556,CUST_06829,Personal,2024-07-24,1125236.49,17.15,60,18,N,N
LOAN_0001557,CUST_04361,Auto,2026-06-21,2211072.59,12.46,48,9,N,N
LOAN_0001558,CUST_04141,Home,2026-06-27,8666425.46,7.87,300,6,N,N
LOAN_0001559,CUST_03637,Auto,2026-01-30,2478846.11,10.3,48,3,N,N
LOAN_0001560,CUST_06437,Personal,2025-05-18,188988.98,16.23,36,22,N,N
LOAN_0001561,CUST_08403,Auto,2023-06-27,1986556.61,12.23,48,0,N,N
LOAN_0001562,CUST_04489,Auto,2022-12-20,1899240.3,9.42,72,10,N,N
LOAN_0001563,CUST_06182,Personal,2024-01-10,1442732.13,17.31,60,10,N,N
LOAN_0001564,CUST_00683,Home,2024-05-31,5810582.2,9.98,300,60,N,N
LOAN_0001565,CUST_09147,Personal,2025-10-31,280842.64,14.33,60,0,N,N
LOAN_0001566,CUST_07897,Education,2022-01-20,394540.56,7.71,60,8,N,N
LOAN_0001567,CUST_06709,Auto,2025-10-18,2269810.16,11.54,72,5,N,N
LOAN_0001568,CUST_07491,Education,2024-03-18,1364777.19,10.08,60,14,N,N
LOAN_0001569,CUST_03472,Home,2022-04-13,6405692.73,7.9,300,12,N,N
LOAN_0001570,CUST_07780,Home,2024-10-18,7312864.3,7.49,180,19,N,N
LOAN_0001571,CUST_01711,Auto,2021-07-07,687102.72,11.51,60,1,N,N
LOAN_0001572,CUST_03735,Auto,2022-01-08,1826715.52,10.99,36,0,N,N
LOAN_0001573,CUST_09113,Personal,2021-09-26,1125063.47,17.06,36,1,N,N
LOAN_0001574,CUST_04450,Personal,2024-10-12,371882.22,11.49,48,1,N,N
LOAN_0001575,CUST_06226,Personal,2024-05-04,975031.83,16.14,36,40,N,N
