Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Branch_ID,Relationship_Manager,Account_Type_raw
ACC_001171,CUST_01171,Savings,2025-03-29,12135.27,BR027,RM_019,Savings
ACC_001172,CUST_01172,Savings,2025-10-05,14205.22,BR038,RM_037,Savings
ACC_001173,CUST_01173,Savings,2024-02-07,10212.61,BR022,RM_036,Savings
ACC_001174,CUST_01174,Savings,2022-02-06,22968.28,BR020,RM_012,Savings
ACC_001175,CUST_01175,Current,2024-08-13,21066.25,BR024,RM_006,Current
ACC_001176,CUST_01176,Current,2023-02-26,36165.88,BR031,RM_054,Current
ACC_001177,CUST_01177,Savings,2025-11-29,64005.75,BR013,RM_041,Savings
ACC_001178,CUST_01178,Savings,2021-10-14,6653.86,BR036,RM_006,Savings
ACC_001179,CUST_01179,Savings,2026-01-16,6404.71,BR042,RM_079,Savings
ACC_001180,CUST_01180,Current,2026-09-19,78608.17,BR022,RM_022,Current
ACC_001181,CUST_01181,Current,2025-04-29,31668.49,BR043,RM_066,Current
ACC_001182,CUST_01182,Savings,2023-10-23,3699.85,BR014,RM_026,Savings
ACC_001183,CUST_01183,Savings,2022-08-08,79748.52,BR031,RM_081,Savings
ACC_001184,CUST_01184,Savings,2022-07-27,80015.68,BR050,RM_096,Savings
ACC_001185,CUST_01185,Savings,2024-10-19,55369.31,BR039,RM_053,Savings
ACC_001186,CUST_01186,Savings,2023-10-25,134042.56,BR048,RM_024,Savings
ACC_001187,CUST_01187,Savings,2023-04-07,69089.54,BR015,RM_098,Savings
ACC_001188,CUST_01188,Savings,2021-06-03,2430483.97,BR021,RM_096,Savings
ACC_001189,CUST_01189,Savings,2021-10-06,303840.1,BR018,RM_066,Savings
ACC_001190,CUST_01190,Savings,2026-04-08,7719.23,BR025,RM_073,Savings
ACC_001191,CUST_01191,Savings,2021-02-14,144656.73,BR010,RM_066,Savings
ACC_001192,CUST_01192,Salary,2021-08-16,118276.52,BR019,RM_078,Salary
ACC_001193,CUST_01193,Salary,2026-01-29,203394.57,BR022,RM_097,Salary
ACC_001194,CUST_01194,Savings,2025-02-06,6137.68,BR023,RM_066,Savings
ACC_001195,CUST_01195,Savings,2023-03-08,9039.83,BR015,RM_043,Savings
ACC_001196,CUST_01196,Savings,2024-07-02,39811.3,BR044,RM_070,Savings
ACC_001197,CUST_01197,Salary,2022-02-28,22046.83,BR017,RM_013,Salary
ACC_001198,CUST_01198,Current,2024-10-23,2129.33,BR035,RM_004,Current
ACC_001199,CUST_01199,Savings,2024-04-04,6443.15,BR038,RM_061,Savings
ACC_001200,CUST_01200,Salary,2025-05-30,1783.0,BR019,RM_047,Salary
ACC_001201,CUST_01201,Savings,2023-11-26,12305.93,BR018,RM_050,Savings
ACC_001202,CUST_01202,Salary,2022-03-03,-2255.5,BR012,RM_066,Salary
ACC_001203,CUST_01203,Savings,2026-07-12,5316.54,BR001,RM_064,Savings
ACC_001204,CUST_01204,Savings,2021-02-22,45451.79,BR023,RM_057,Savings
ACC_001205,CUST_01205,Savings,2023-05-23,2184.05,BR018,RM_037,Savings
ACC_001206,CUST_01206,Savings,2023-02-04,3862.11,BR034,RM_036,Savings
ACC_001207,CUST_01207,Savings,2023-12-19,12472.78,BR032,RM_074,Savings
ACC_001208,CUST_01208,Savings,2025-06-11,-2669.91,BR002,RM_068,Savings
ACC_001209,CUST_01209,Savings,2021-08-16,25608.28,BR024,RM_063,Savings
ACC_001210,CUST_01210,Savings,2026-06-10,26037.16,BR022,RM_022,Savings
ACC_001211,CUST_01211,Savings,2022-07-16,34304.08,BR018,RM_078,Savings
ACC_001212,CUST_01212,Current,2022-06-23,8539.4,BR017,RM_088,Current
ACC_001213,CUST_01213,Savings,2024-07-15,20733.32,BR046,RM_021,Savings
ACC_001214,CUST_01214,Savings,2025-10-05,39104.25,BR047,RM_067,Savings
ACC_001215,CUST_01215,Savings,2025-08-07,138701.75,BR037,RM_063,Savings
ACC_001216,CUST_01216,Current,2025-04-07,11734.09,BR032,RM_098,Current
ACC_001217,CUST_01217,Savings,2023-11-26,91013.17,BR019,RM_036,Savings
ACC_001218,CUST_01218,Savings,2026-06-13,16090.12,BR022,RM_045,Savings
ACC_001219,CUST_01219,Current,2024-09-25,11568.02,BR033,RM_046,Current
ACC_001220,CUST_01220,Salary,2025-08-30,338478.89,BR044,RM_088,Salary
ACC_001221,CUST_01221,Savings,2026-02-25,4746.94,BR019,RM_032,Savings
ACC_001222,CUST_01222,Savings,2026-06-04,167296.08,BR030,RM_012,Savings
ACC_001223,CUST_01223,Current,2024-07-22,21862.05,BR001,RM_013,Current
ACC_001224,CUST_01224,Current,2021-05-18,1731.0,BR032,RM_022,Current
ACC_001225,CUST_01225,Salary,2023-05-08,26411.12,BR011,RM_067,Salary
ACC_001226,CUST_01226,Savings,2021-07-20,182925.32,BR040,RM_074,Savings
ACC_001227,CUST_01227,Savings,2021-10-15,19849.6,BR030,RM_064,Savings
ACC_001228,CUST_01228,Savings,2026-01-22,4868.77,BR017,RM_003,Savings
ACC_001229,CUST_01229,Savings,2024-10-28,50099.52,BR034,RM_089,Savings
ACC_001230,CUST_01230,Salary,2021-05-27,27725.58,BR045,RM_008,Salary
ACC_001231,CUST_01231,Savings,2021-06-25,44571.7,BR035,RM_076,Savings
ACC_001232,CUST_01232,Savings,2022-07-08,46951.85,BR050,RM_098,Savings
ACC_001233,CUST_01233,Savings,2024-08-27,63433.31,BR007,RM_043,Savings
ACC_001234,CUST_01234,Savings,2024-05-22,2327.29,BR041,RM_034,Savings
ACC_001235,CUST_01235,Salary,2023-10-03,26932.96,BR011,RM_001,Salary
ACC_001236,CUST_01236,Current,2024-01-28,2943.74,BR033,RM_095,Current
ACC_001237,CUST_01237,Savings,2025-09-19,8985.6,BR015,RM_074,Savings
ACC_001238,CUST_01238,Savings,2023-06-12,2603.58,BR019,RM_007,Savings
ACC_001239,CUST_01239,Savings,2022-11-10,172325.56,BR015,RM_034,Savings
ACC_001240,CUST_01240,Savings,2021-11-01,51224.68,BR017,RM_072,Savings
ACC_001241,CUST_01241,Salary,2022-02-04,2209.2,BR047,RM_021,Salary
ACC_001242,CUST_01242,Savings,2024-04-15,43838.36,BR022,RM_052,Savings
ACC_001243,CUST_01243,Savings,2022-01-01,5953.59,BR004,RM_019,Savings
ACC_001244,CUST_01244,Salary,2022-05-27,9098.59,BR006,RM_098,Salary
ACC_001245,CUST_01245,Savings,2026-04-01,13792.12,BR010,RM_015,Savings
ACC_001246,CUST_01246,Savings,2021-05-01,4086.63,BR020,RM_056,Savings
ACC_001247,CUST_01247,Savings,2021-10-21,92765.55,BR041,RM_058,Savings
ACC_001248,CUST_01248,Savings,2023-02-11,38854.65,BR042,RM_029,Savings
ACC_001249,CUST_01249,Savings,2021-01-27,62074.19,BR023,RM_010,Savings
ACC_001250,CUST_01250,Savings,2022-10-09,17418.14,BR001,RM_087,Savings
ACC_001251,CUST_01251,Current,2021-08-18,70833.18,BR039,RM_022,Current
ACC_001252,CUST_01252,Savings,2024-07-21,5699.73,BR025,RM_041,Savings
ACC_001253,CUST_01253,Savings,2023-03-14,8031.93,BR031,RM_061,Savings
ACC_001254,CUST_01254,Savings,2021-11-06,90556.52,BR045,RM_020,Savings
ACC_001255,CUST_01255,Savings,2025-03-22,3516.56,BR038,RM_038,Savings
ACC_001256,CUST_01256,Savings,2022-03-06,6000.65,BR007,RM_010,Savings
ACC_001257,CUST_01257,Salary,2021-03-05,60232.29,BR039,RM_039,Salary
ACC_001258,CUST_01258,Savings,2022-08-17,159252.0,BR042,RM_033,Savings
ACC_001259,CUST_01259,Salary,2024-11-05,88524.77,BR031,RM_073,Salary
ACC_001260,CUST_01260,Savings,2022-02-24,8298.88,BR021,RM_028,Savings
ACC_001261,CUST_01261,Current,2023-04-20,21917.08,BR009,RM_077,Current
ACC_001262,CUST_01262,Savings,2025-05-24,148456.04,BR023,RM_005,Savings
ACC_001263,CUST_01263,Savings,2023-12-23,50964.97,BR045,RM_056,Savings
ACC_001264,CUST_01264,Salary,2024-02-07,30592.19,BR017,RM_008,Salary
ACC_001265,CUST_01265,Savings,2022-01-29,2340.04,BR024,RM_018,Savings
ACC_001266,CUST_01266,Savings,2023-04-09,259131.08,BR032,RM_041,Savings
ACC_001267,CUST_01267,Salary,2025-03-31,7356.66,BR020,RM_068,Salary
ACC_001268,CUST_01268,Savings,2022-08-15,19539.87,BR045,RM_038,Savings
ACC_001269,CUST_01269,Current,2021-02-18,2503.49,BR007,RM_016,Current
ACC_001270,CUST_01270,Savings,2026-03-04,13916.87,BR039,RM_074,Savings
ACC_001271,CUST_01271,Salary,2022-06-10,152067.16,BR001,RM_022,Salary
ACC_001272,CUST_01272,Savings,2024-04-05,16159.75,BR033,RM_013,Savings
ACC_001273,CUST_01273,Savings,2021-06-20,19598.04,BR032,RM_032,Savings
ACC_001274,CUST_01274,Savings,2024-08-16,75117.98,BR040,RM_012,Savings
ACC_001275,CUST_01275,Savings,2023-06-15,19177.09,BR001,RM_011,Savings
ACC_001276,CUST_01276,Salary,2022-11-29,15087.13,BR045,RM_049,Salary
ACC_001277,CUST_01277,Savings,2021-06-28,1161258.5,BR033,RM_008,Savings
ACC_001278,CUST_01278,Savings,2024-09-14,17455.35,BR045,RM_057,Savings
ACC_001279,CUST_01279,Savings,2025-12-01,7038.87,BR028,RM_076,Savings
ACC_001280,CUST_01280,Savings,2024-08-04,5390.49,BR011,RM_032,Savings
ACC_001281,CUST_01281,Savings,2021-02-25,122880.8,BR009,RM_018,Savings
ACC_001282,CUST_01282,Salary,2022-09-24,159729.08,BR019,RM_025,Salary
ACC_001283,CUST_01283,Salary,2022-03-02,171603.46,BR015,RM_087,Salary
ACC_001284,CUST_01284,Savings,2026-04-12,3626.08,BR010,RM_040,Savings
ACC_001285,CUST_01285,Savings,2025-09-28,169334.77,BR039,RM_026,Savings
ACC_001286,CUST_01286,Salary,2024-10-19,10459.14,BR047,RM_045,Salary
ACC_001287,CUST_01287,Savings,2024-04-29,53233.5,BR035,RM_073,Savings
ACC_001288,CUST_01288,Savings,2022-06-21,15554.76,BR008,RM_066,Savings
ACC_001289,CUST_01289,Savings,2025-11-19,7896.83,BR044,RM_049,Savings
ACC_001290,CUST_01290,Current,2024-12-12,18944.59,BR032,RM_003,Current
ACC_001291,CUST_01291,Savings,2022-01-16,13913.61,BR038,RM_011,Savings
ACC_001292,CUST_01292,Savings,2023-10-19,457377.15,BR049,RM_028,Savings
ACC_001293,CUST_01293,Savings,2023-02-12,5436.1,BR019,RM_080,Savings
ACC_001294,CUST_01294,Savings,2021-08-26,5596.21,BR022,RM_048,Savings
ACC_001295,CUST_01295,Salary,2024-09-27,7223.35,BR015,RM_081,Salary
ACC_001296,CUST_01296,Salary,2022-05-28,48421.67,BR039,RM_035,Salary
ACC_001297,CUST_01297,Savings,2021-07-08,804.71,BR045,RM_096,Savings
ACC_001298,CUST_01298,Savings,2024-10-27,38065.09,BR029,RM_063,Savings
ACC_001299,CUST_01299,Savings,2023-03-11,31945.01,BR036,RM_072,Savings
ACC_001300,CUST_01300,Savings,2022-10-24,-1180.11,BR009,RM_020,Savings
ACC_001301,CUST_01301,Salary,2022-09-02,14620.22,BR042,RM_022,Salary
ACC_001302,CUST_01302,Savings,2024-12-24,978655.11,BR006,RM_034,Savings
ACC_001303,CUST_01303,Savings,2023-07-02,262073.16,BR003,RM_063,Savings
ACC_001304,CUST_01304,Savings,2025-01-07,17910.25,BR023,RM_004,Savings
ACC_001305,CUST_01305,Savings,2021-01-23,17107.85,BR008,RM_090,Savings
ACC_001306,CUST_01306,Savings,2024-05-31,622726.81,BR042,RM_078,Savings
ACC_001307,CUST_01307,Current,2025-04-25,1468750.53,BR043,RM_015,Current
ACC_001308,CUST_01308,Salary,2024-01-19,12973.73,BR003,RM_067,Salary
ACC_001309,CUST_01309,Savings,2023-12-20,18058.84,BR021,RM_032,Savings
ACC_001310,CUST_01310,Savings,2022-05-03,14442.72,BR017,RM_017,Savings
ACC_001311,CUST_01311,Savings,2024-09-28,5504.91,BR024,RM_025,Savings
ACC_001312,CUST_01312,Savings,2022-04-26,38555.53,BR005,RM_016,Savings
ACC_001313,CUST_01313,Savings,2025-06-01,1393.49,BR007,RM_016,Savings
ACC_001314,CUST_01314,Current,2024-04-07,73158.81,BR020,RM_028,Current
ACC_001315,CUST_01315,Savings,2024-07-14,11430.31,BR014,RM_011,Savings
ACC_001316,CUST_01316,Savings,2024-01-22,19438.84,BR047,RM_079,Savings
ACC_001317,CUST_01317,Savings,2024-07-22,6226.95,BR048,RM_066,Savings
ACC_001318,CUST_01318,Savings,2024-02-13,45593.32,BR002,RM_088,Savings
ACC_001319,CUST_01319,Savings,2026-07-20,58917.22,BR006,RM_019,Savings
ACC_001320,CUST_01320,Savings,2025-12-17,158348.54,BR027,RM_057,Savings
ACC_001321,CUST_01321,Savings,2022-07-29,3960.72,BR005,RM_016,Savings
ACC_001322,CUST_01322,Savings,2024-05-12,28318.15,BR033,RM_087,Savings
ACC_001323,CUST_01323,Current,2021-02-05,2924.15,BR026,RM_050,Current
ACC_001324,CUST_01324,Savings,2021-10-09,19553.75,BR037,RM_082,Savings
ACC_001325,CUST_01325,Savings,2022-12-21,167764.79,BR036,RM_060,Savings
ACC_001326,CUST_01326,Savings,2026-07-08,33409.69,BR027,RM_034,Savings
ACC_001327,CUST_01327,Savings,2022-01-10,30891.55,BR050,RM_080,Savings
ACC_001328,CUST_01328,Salary,2024-07-20,20794.79,BR019,RM_096,Salary
ACC_001329,CUST_01329,Salary,2024-10-31,1896.81,BR041,RM_005,Salary
ACC_001330,CUST_01330,Current,2022-11-01,64382.37,BR036,RM_028,Current
ACC_001331,CUST_01331,Savings,2023-11-09,6248.38,BR004,RM_056,Savings
ACC_001332,CUST_01332,Current,2024-11-26,3575.92,BR005,RM_018,Current
ACC_001333,CUST_01333,Savings,2024-11-29,52135.55,BR049,RM_009,Savings
ACC_001334,CUST_01334,Savings,2021-05-05,55743.8,BR021,RM_041,Savings
ACC_001335,CUST_01335,Salary,2021-08-06,10044.38,BR017,RM_089,Salary
ACC_001336,CUST_01336,Savings,2024-10-07,40185.94,BR019,RM_036,Savings
ACC_001337,CUST_01337,Salary,2025-11-27,26334.59,BR012,RM_064,Salary
ACC_001338,CUST_01338,Savings,2023-06-10,18434.19,BR041,RM_026,Savings
ACC_001339,CUST_01339,Current,2026-06-22,18715.25,BR050,RM_029,Current
ACC_001340,CUST_01340,Savings,2023-09-26,81270.26,BR036,RM_041,Savings
ACC_001341,CUST_01341,Savings,2022-07-17,151264.63,BR013,RM_059,Savings
ACC_001342,CUST_01342,Savings,2024-12-21,18934.4,BR004,RM_029,Savings
ACC_001343,CUST_01343,Savings,2021-06-11,21496.26,BR044,RM_068,Savings
ACC_001344,CUST_01344,Current,2021-03-28,39648.4,BR019,RM_054,Current
ACC_001345,CUST_01345,Savings,2022-04-06,8519.39,BR024,RM_077,Savings
ACC_001346,CUST_01346,Savings,2021-01-19,18402.66,BR041,RM_067,Savings
ACC_001347,CUST_01347,Savings,2023-03-03,11013.3,BR034,RM_038,Savings
ACC_001348,CUST_01348,Salary,2022-09-27,79537.81,BR032,RM_077,Salary
ACC_001349,CUST_01349,Savings,2021-07-22,715625.24,BR008,RM_097,Savings
ACC_001350,CUST_01350,Current,2021-12-05,18811.55,BR046,RM_095,Current
ACC_001351,CUST_01351,Savings,2022-03-20,15643.37,BR011,RM_059,Savings
ACC_001352,CUST_01352,Savings,2021-08-17,9523.12,BR030,RM_022,Savings
ACC_001353,CUST_01353,Salary,2023-10-27,25316.29,BR023,RM_037,Salary
ACC_001354,CUST_01354,Savings,2024-05-01,183408.98,BR002,RM_001,Savings
ACC_001355,CUST_01355,Current,2024-12-04,56016.62,BR009,RM_085,Current
ACC_001356,CUST_01356,Savings,2023-01-21,1036.88,BR048,RM_078,Savings
ACC_001357,CUST_01357,Savings,2024-12-18,178525.71,BR007,RM_029,Savings
ACC_001358,CUST_01358,Current,2022-01-13,971.7,BR049,RM_041,Current
ACC_001359,CUST_01359,Savings,2024-12-23,4358.8,BR011,RM_066,Savings
ACC_001360,CUST_01360,Savings,2021-10-31,9906.4,BR015,RM_030,Savings
ACC_001361,CUST_01361,Savings,2022-06-19,17764.47,BR015,RM_079,Savings
ACC_001362,CUST_01362,Savings,2021-12-15,14841.65,BR023,RM_029,Savings
ACC_001363,CUST_01363,Savings,2024-11-26,26350.68,BR021,RM_100,Savings
ACC_001364,CUST_01364,Savings,2026-02-21,9421.82,BR035,RM_001,Savings
ACC_001365,CUST_01365,Savings,2022-09-15,7681.58,BR028,RM_085,Savings
ACC_001366,CUST_01366,Savings,2025-12-04,8504.87,BR044,RM_039,Savings
ACC_001367,CUST_01367,Savings,2021-06-09,7578.66,BR030,RM_017,Savings
ACC_001368,CUST_01368,Savings,2025-10-18,46293.08,BR006,RM_095,Savings
ACC_001369,CUST_01369,Current,2021-05-23,27834.01,BR050,RM_043,Current
ACC_001370,CUST_01370,Savings,2026-03-01,41944.13,BR033,RM_023,Savings
ACC_001371,CUST_01371,Savings,2024-12-03,11268.9,BR002,RM_070,Savings
ACC_001372,CUST_01372,Current,2022-03-11,9809.54,BR035,RM_048,Current
ACC_001373,CUST_01373,Savings,2026-06-09,2008.04,BR006,RM_068,Savings
ACC_001374,CUST_01374,Current,2021-03-01,132344.17,BR029,RM_009,Current
ACC_001375,CUST_01375,Savings,2025-02-18,10760.14,BR030,RM_048,Savings
ACC_001376,CUST_01376,Salary,2022-06-25,28328.36,BR006,RM_066,Salary
ACC_001377,CUST_01377,Savings,2021-01-30,50172.56,BR029,RM_087,Savings
ACC_001378,CUST_01378,Savings,2025-10-03,6576.51,BR023,RM_073,Savings
ACC_001379,CUST_01379,Savings,2026-07-22,15211.27,BR032,RM_036,Savings
ACC_001380,CUST_01380,Salary,2023-01-29,4719.89,BR040,RM_057,Salary
ACC_001381,CUST_01381,Salary,2024-10-10,1905.61,BR020,RM_038,Salary
ACC_001382,CUST_01382,Savings,2026-06-06,46185.27,BR038,RM_061,Savings
ACC_001383,CUST_01383,Salary,2026-07-04,7670.73,BR042,RM_055,Salary
ACC_001384,CUST_01384,Current,2024-10-06,27038.13,BR043,RM_095,Current
ACC_001385,CUST_01385,Savings,2026-02-09,155087.8,BR006,RM_084,Savings
ACC_001386,CUST_01386,Current,2024-10-19,12632.2,BR033,RM_080,Current
ACC_001387,CUST_01387,Savings,2024-01-07,13034.8,BR018,RM_077,Savings
ACC_001388,CUST_01388,Current,2024-03-17,504168.46,BR027,RM_013,Current
ACC_001389,CUST_01389,Savings,2021-06-16,22790.96,BR043,RM_037,Savings
ACC_001390,CUST_01390,Salary,2021-08-09,156603.35,BR036,RM_051,Salary
ACC_001391,CUST_01391,Savings,2024-07-15,5141.02,BR036,RM_062,Savings
ACC_001392,CUST_01392,Savings,2022-01-23,181351.14,BR031,RM_018,Savings
ACC_001393,CUST_01393,Salary,2022-08-22,14267.25,BR044,RM_088,Salary
ACC_001394,CUST_01394,Salary,2025-09-28,12528.52,BR041,RM_041,Salary
ACC_001395,CUST_01395,Salary,2021-07-12,644022.41,BR003,RM_036,Salary
ACC_001396,CUST_01396,Savings,2024-07-30,83659.28,BR026,RM_005,Savings
ACC_001397,CUST_01397,Salary,2023-03-09,3904.78,BR020,RM_050,Salary
ACC_001398,CUST_01398,Savings,2025-10-12,15867.4,BR035,RM_089,Savings
ACC_001399,CUST_01399,Savings,2022-05-09,1301689.12,BR011,RM_025,Savings
ACC_001400,CUST_01400,Savings,2024-05-27,22759.72,BR033,RM_046,Savings
ACC_001401,CUST_01401,Savings,2024-08-20,76418.52,BR018,RM_065,Savings
ACC_001402,CUST_01402,Savings,2021-05-21,1556.85,BR034,RM_068,Savings
ACC_001403,CUST_01403,Savings,2026-06-08,64458.49,BR025,RM_065,Savings
ACC_001404,CUST_01404,Savings,2021-04-02,1598.02,BR047,RM_047,Savings
ACC_001405,CUST_01405,Savings,2026-05-20,814103.59,BR002,RM_036,Savings
ACC_001406,CUST_01406,Current,2022-12-27,138445.43,BR028,RM_007,Current
ACC_001407,CUST_01407,Savings,2021-02-14,72925.19,BR004,RM_052,Savings
ACC_001408,CUST_01408,Savings,2026-04-27,33187.06,BR021,RM_036,Savings
ACC_001409,CUST_01409,Savings,2023-01-10,937.75,BR023,RM_088,Savings
ACC_001410,CUST_01410,Salary,2025-10-31,7121.9,BR046,RM_022,Salary
ACC_001411,CUST_01411,Savings,2022-01-12,14546.59,BR037,RM_095,Savings
ACC_001412,CUST_01412,Salary,2023-01-15,2515.42,BR043,RM_003,Salary
ACC_001413,CUST_01413,Savings,2023-02-11,502292.56,BR022,RM_008,Savings
ACC_001414,CUST_01414,Current,2024-01-06,16510.03,BR033,RM_022,Current
ACC_001415,CUST_01415,Savings,2024-07-12,43734.36,BR050,RM_082,Savings
ACC_001416,CUST_01416,Salary,2024-03-20,-1754.54,BR023,RM_041,Salary
ACC_001417,CUST_01417,Savings,2021-12-10,63325.14,BR001,RM_033,Savings
ACC_001418,CUST_01418,Savings,2023-08-05,29000.8,BR001,RM_004,Savings
ACC_001419,CUST_01419,Savings,2023-12-10,28110.53,BR028,RM_037,Savings
ACC_001420,CUST_01420,Savings,2023-06-23,1141052.1,BR023,RM_006,Savings
ACC_001421,CUST_01421,Savings,2021-12-24,151220.41,BR047,RM_036,Savings
ACC_001422,CUST_01422,Savings,2021-11-27,27394.74,BR033,RM_048,Savings
ACC_001423,CUST_01423,Salary,2024-12-26,61997.88,BR016,RM_055,Salary
ACC_001424,CUST_01424,Savings,2023-09-11,186222.46,BR032,RM_051,Savings
ACC_001425,CUST_01425,Salary,2023-04-20,940337.03,BR033,RM_019,Salary
ACC_001426,CUST_01426,Savings,2025-07-15,5475.68,BR019,RM_086,Savings
ACC_001427,CUST_01427,Salary,2023-12-07,4358.24,BR034,RM_008,Salary
ACC_001428,CUST_01428,Salary,2023-03-27,1459.14,BR022,RM_044,Salary
ACC_001429,CUST_01429,Savings,2024-09-21,33146.78,BR030,RM_017,Savings
ACC_001430,CUST_01430,Savings,2021-05-30,8614.88,BR037,RM_023,Savings
ACC_001431,CUST_01431,Savings,2022-05-01,-1086.34,BR032,RM_093,Savings
ACC_001432,CUST_01432,Salary,2021-01-26,24639.0,BR042,RM_027,Salary
ACC_001433,CUST_01433,Current,2025-06-04,1383.63,BR012,RM_088,Current
ACC_001434,CUST_01434,Salary,2021-07-21,1247.46,BR027,RM_056,Salary
ACC_001435,CUST_01435,Salary,2025-04-30,5692.73,BR018,RM_026,Salary
ACC_001436,CUST_01436,Savings,2025-06-24,10116.01,BR031,RM_029,Savings
ACC_001437,CUST_01437,Savings,2023-10-01,181640.77,BR023,RM_006,Savings
ACC_001438,CUST_01438,Current,2021-08-25,24664.13,BR011,RM_025,Current
ACC_001439,CUST_01439,Salary,2021-06-02,19039.21,BR033,RM_057,Salary
ACC_001440,CUST_01440,Savings,2021-07-12,53512.07,BR039,RM_026,Savings
ACC_001441,CUST_01441,Salary,2021-11-07,3179.06,BR033,RM_054,Salary
ACC_001442,CUST_01442,Savings,2022-07-14,32778.78,BR009,RM_023,Savings
ACC_001443,CUST_01443,Savings,2025-05-07,5408.78,BR035,RM_080,Savings
ACC_001444,CUST_01444,Salary,2025-11-22,1664.25,BR038,RM_026,Salary
ACC_001445,CUST_01445,Savings,2022-12-09,11468.47,BR026,RM_094,Savings
ACC_001446,CUST_01446,Salary,2026-07-26,101182.46,BR009,RM_067,Salary
ACC_001447,CUST_01447,Salary,2025-07-09,40022.58,BR039,RM_074,Salary
ACC_001448,CUST_01448,Savings,2025-11-09,17034.02,BR038,RM_084,Savings
ACC_001449,CUST_01449,Savings,2022-04-23,3885.25,BR012,RM_020,Savings
ACC_001450,CUST_01450,Savings,2021-12-07,46279.23,BR005,RM_079,Savings
ACC_001451,CUST_01451,Savings,2025-12-11,16881.75,BR043,RM_027,Savings
ACC_001452,CUST_01452,Current,2021-03-24,10261.4,BR030,RM_056,Current
ACC_001453,CUST_01453,Savings,2022-10-08,74769.95,BR004,RM_023,Savings
ACC_001454,CUST_01454,Salary,2024-03-29,22119.94,BR003,RM_091,Salary
ACC_001455,CUST_01455,Savings,2021-03-14,6773.12,BR049,RM_005,Savings
ACC_001456,CUST_01456,Savings,2023-08-09,10128.4,BR034,RM_058,Savings
ACC_001457,CUST_01457,Salary,2021-04-01,22665.75,BR019,RM_090,Salary
ACC_001458,CUST_01458,Savings,2026-01-29,8450.28,BR004,RM_077,Savings
ACC_001459,CUST_01459,Savings,2026-07-27,17204.62,BR024,RM_023,Savings
ACC_001460,CUST_01460,Savings,2022-12-02,14727.48,BR044,RM_018,Savings
ACC_001461,CUST_01461,Savings,2021-10-10,33131.18,BR044,RM_068,Savings
ACC_001462,CUST_01462,Savings,2023-03-28,7507.01,BR012,RM_024,Savings
ACC_001463,CUST_01463,Salary,2023-07-17,31509.56,BR018,RM_086,Salary
ACC_001464,CUST_01464,Salary,2025-08-20,10580.01,BR020,RM_028,Salary
ACC_001465,CUST_01465,Savings,2021-03-13,53779.09,BR015,RM_043,Savings
ACC_001466,CUST_01466,Current,2023-02-19,3050.22,BR004,RM_096,Current
ACC_001467,CUST_01467,Savings,2023-09-30,6693.49,BR015,RM_036,Savings
ACC_001468,CUST_01468,Current,2022-01-11,62272.7,BR030,RM_021,Current
ACC_001469,CUST_01469,Salary,2023-01-28,27862.23,BR031,RM_080,Salary
ACC_001470,CUST_01470,Savings,2023-07-08,1325.89,BR040,RM_087,Savings
ACC_001471,CUST_01471,Savings,2021-10-09,15292.22,BR006,RM_063,Savings
ACC_001472,CUST_01472,Savings,2025-05-30,12884.7,BR005,RM_058,Savings
ACC_001473,CUST_01473,Savings,2022-12-25,4089.34,BR032,RM_052,Savings
ACC_001474,CUST_01474,Salary,2023-08-02,4533.11,BR010,RM_013,Salary
ACC_001475,CUST_01475,Salary,2022-10-27,18196.71,BR018,RM_088,Salary
ACC_001476,CUST_01476,Salary,2021-07-05,73234.44,BR023,RM_082,Salary
ACC_001477,CUST_01477,Savings,2024-08-25,615658.21,BR029,RM_096,Savings
ACC_001478,CUST_01478,Current,2021-06-24,189608.41,BR035,RM_013,Current
ACC_001479,CUST_01479,Current,2026-06-20,51271.41,BR018,RM_098,Current
ACC_001480,CUST_01480,Savings,2022-07-17,31430.3,BR032,RM_031,Savings
ACC_001481,CUST_01481,Savings,2022-01-03,72139.64,BR016,RM_088,Savings
ACC_001482,CUST_01482,Savings,2026-05-23,3874.24,BR034,RM_020,Savings
ACC_001483,CUST_01483,Current,2021-04-04,2134.45,BR025,RM_009,Current
ACC_001484,CUST_01484,Savings,2025-12-07,142362.12,BR035,RM_057,Savings
ACC_001485,CUST_01485,Savings,2021-02-23,17991.18,BR033,RM_089,Savings
ACC_001486,CUST_01486,Savings,2021-10-11,181644.41,BR015,RM_070,Savings
ACC_001487,CUST_01487,Savings,2022-06-28,126771.3,BR040,RM_020,Savings
ACC_001488,CUST_01488,Savings,2023-12-17,1883.73,BR029,RM_017,Savings
ACC_001489,CUST_01489,Savings,2022-03-20,8187.73,BR041,RM_067,Savings
ACC_001490,CUST_01490,Savings,2025-09-21,40152.23,BR028,RM_004,Savings
ACC_001491,CUST_01491,Savings,2025-10-09,3342.45,BR031,RM_091,Savings
ACC_001492,CUST_01492,Salary,2023-10-20,8835.21,BR024,RM_001,Salary
ACC_001493,CUST_01493,Salary,2023-10-13,17042.02,BR023,RM_013,Salary
ACC_001494,CUST_01494,Savings,2021-06-10,43635.16,BR020,RM_023,Savings
ACC_001495,CUST_01495,Savings,2023-11-10,47187.28,BR028,RM_037,Savings
ACC_001496,CUST_01496,Savings,2025-01-08,13168.08,BR001,RM_013,Savings
