Log_ID,Customer_ID,Login_Date,App_Page,Session_Duration_Min,Feature_Used
LOG_00022537,CUST_01362,2024-08-20,Accounts,4.5,Login
LOG_00022538,CUST_07683,2023-12-08,Home,4.4,KYC Upload
LOG_00022539,CUST_04650,2023-03-10,Home,12.6,KYC Upload
LOG_00022540,CUST_00876,2024-10-30,Accounts,26.1,Login
LOG_00022541,CUST_06972,2026-04-25,KYC,10.6,KYC Upload
LOG_00022542,CUST_02739,2024-11-16,Loans,6.3,Profile
LOG_00022543,CUST_06719,2024-05-27,Home,2.7,Card Management
LOG_00022544,CUST_00156,2026-06-10,Profile,9.1,Card Management
LOG_00022545,CUST_00064,2023-11-24,KYC,3.7,KYC Upload
LOG_00022546,CUST_05922,2025-06-20,Cards,6.0,
LOG_00022547,CUST_00762,2025-09-02,Cards,7.4,Fund Transfer
LOG_00022548,CUST_06611,2025-10-08,Profile,7.2,KYC Upload
LOG_00022549,CUST_09871,2025-04-27,Accounts,3.7,Bill Payment
LOG_00022550,CUST_09617,2025-04-13,Loans,2.9,Profile
LOG_00022551,CUST_04723,2023-01-03,Accounts,6.8,Balance Inquiry
LOG_00022552,CUST_02185,2023-03-17,Payments,6.8,Fund Transfer
LOG_00022553,CUST_00484,2023-01-10,Accounts,5.9,Fund Transfer
LOG_00022554,CUST_04060,2023-11-29,Home,16.3,Profile
LOG_00022555,CUST_02123,2026-03-23,Transfers,1.7,Login
LOG_00022556,CUST_06013,2023-07-08,Profile,9.2,Profile
LOG_00022557,CUST_02782,2026-02-12,Loans,13.2,Profile
LOG_00022558,CUST_01986,2025-09-21,Accounts,17.1,Bill Payment
LOG_00022559,CUST_09945,2024-08-16,Loans,8.2,Card Management
LOG_00022560,CUST_09012,2025-03-05,Cards,10.5,Card Management
LOG_00022561,CUST_01034,2023-02-16,Payments,10.7,Fund Transfer
LOG_00022562,CUST_06874,2025-12-11,KYC,13.6,Balance Inquiry
LOG_00022563,CUST_08016,2026-05-18,Accounts,9.7,Fund Transfer
LOG_00022564,CUST_02598,2024-07-13,Accounts,7.5,Fund Transfer
LOG_00022565,CUST_01439,2024-10-29,KYC,16.5,Profile
LOG_00022566,CUST_00115,2025-10-07,Transfers,15.8,Profile
LOG_00022567,CUST_06509,2024-07-29,Profile,16.0,Fund Transfer
LOG_00022568,CUST_09196,2023-03-20,Home,23.2,Profile
LOG_00022569,CUST_09227,2026-06-20,Loans,16.3,Balance Inquiry
LOG_00022570,CUST_04849,2023-03-02,Accounts,21.9,Balance Inquiry
LOG_00022571,CUST_08780,2026-01-16,Loans,5.0,Fund Transfer
LOG_00022572,CUST_06870,2026-05-02,KYC,6.8,Card Management
LOG_00022573,CUST_06288,2025-03-16,Accounts,5.0,Profile
LOG_00022574,CUST_00414,2026-05-04,Payments,7.3,Balance Inquiry
LOG_00022575,CUST_06245,2023-11-22,Cards,4.4,Bill Payment
LOG_00022576,CUST_09409,2024-08-19,Home,11.6,Fund Transfer
LOG_00022577,CUST_02514,2026-05-26,Home,1.0,Fund Transfer
LOG_00022578,CUST_03754,2024-06-23,Loans,10.7,Balance Inquiry
LOG_00022579,CUST_03601,2024-01-25,KYC,4.7,KYC Upload
LOG_00022580,CUST_00768,2025-05-20,Accounts,8.8,Profile
LOG_00022581,CUST_06451,2024-04-25,Transfers,4.0,Fund Transfer
LOG_00022582,CUST_05200,2025-02-23,Cards,9.9,Balance Inquiry
LOG_00022583,CUST_09218,2024-04-28,Profile,7.6,Login
LOG_00022584,CUST_06952,2024-01-23,Profile,2.2,Balance Inquiry
LOG_00022585,CUST_04491,2024-12-26,Payments,4.9,Card Management
LOG_00022586,CUST_00926,2023-10-11,Accounts,32.6,Bill Payment
LOG_00022587,CUST_05506,2025-07-10,Profile,6.7,Profile
LOG_00022588,CUST_07920,2024-05-07,Cards,5.7,Login
LOG_00022589,CUST_09748,2025-03-27,Profile,2.2,Login
LOG_00022590,CUST_04368,2023-05-31,Transfers,7.4,Fund Transfer
LOG_00022591,CUST_05375,2023-11-15,Loans,12.3,Login
LOG_00022592,CUST_03976,2026-04-21,Payments,1.4,Login
LOG_00022593,CUST_04989,2024-02-24,Cards,20.5,Fund Transfer
LOG_00022594,CUST_09853,2025-02-08,KYC,4.9,Balance Inquiry
LOG_00022595,CUST_07315,2024-08-16,Loans,15.7,Fund Transfer
LOG_00022596,CUST_02124,2026-03-15,Profile,7.7,Profile
LOG_00022597,CUST_06546,2024-04-09,Payments,13.3,Profile
LOG_00022598,CUST_01868,2026-07-16,Transfers,36.6,KYC Upload
LOG_00022599,CUST_09135,2023-06-28,Profile,11.3,Card Management
LOG_00022600,CUST_01670,2024-02-21,Profile,12.2,KYC Upload
LOG_00022601,CUST_00602,2023-01-24,KYC,4.9,Bill Payment
LOG_00022602,CUST_09790,2023-11-16,KYC,10.1,Card Management
LOG_00022603,CUST_05806,2024-04-01,Transfers,8.6,Card Management
LOG_00022604,CUST_07975,2025-05-23,Loans,12.3,Balance Inquiry
LOG_00022605,CUST_05974,2026-04-30,Payments,3.3,Bill Payment
LOG_00022606,CUST_07765,2023-11-01,Loans,6.6,KYC Upload
LOG_00022607,CUST_03223,2025-10-09,Profile,9.3,Fund Transfer
LOG_00022608,CUST_01122,2025-07-24,Loans,2.3,KYC Upload
LOG_00022609,CUST_01763,2026-06-12,Payments,7.7,Profile
LOG_00022610,CUST_06980,2024-03-03,Payments,6.9,Card Management
LOG_00022611,CUST_00827,2023-11-01,Home,3.4,Bill Payment
LOG_00022612,CUST_05789,2023-02-23,KYC,10.4,Login
LOG_00022613,CUST_01385,2023-05-20,Home,8.1,KYC Upload
LOG_00022614,CUST_00714,2024-04-15,Cards,5.0,Fund Transfer
LOG_00022615,CUST_08293,2024-08-26,Home,16.2,Fund Transfer
LOG_00022616,CUST_05097,2024-05-14,Transfers,8.3,KYC Upload
LOG_00022617,CUST_09257,2023-06-27,Home,5.0,Bill Payment
LOG_00022618,CUST_04077,2025-10-08,KYC,1.0,Login
LOG_00022619,CUST_04195,2024-03-21,Transfers,6.8,Login
LOG_00022620,CUST_02985,2025-03-17,Accounts,13.4,Bill Payment
LOG_00022621,CUST_05224,2026-03-22,KYC,4.8,Fund Transfer
LOG_00022622,CUST_09481,2023-04-03,Cards,11.8,Profile
LOG_00022623,CUST_00957,2026-01-11,Profile,12.6,Profile
LOG_00022624,CUST_05736,2023-07-13,Home,12.0,KYC Upload
LOG_00022625,CUST_02146,2023-03-27,Cards,9.4,Fund Transfer
LOG_00022626,CUST_09152,2025-10-23,Payments,28.1,Fund Transfer
LOG_00022627,CUST_03014,2024-08-31,Home,6.2,Balance Inquiry
LOG_00022628,CUST_09947,2024-08-09,Profile,10.0,Profile
LOG_00022629,CUST_00568,2024-01-09,KYC,11.3,Fund Transfer
LOG_00022630,CUST_09091,2025-07-18,Transfers,5.4,Fund Transfer
LOG_00022631,CUST_05255,2023-12-26,Accounts,15.7,Profile
LOG_00022632,CUST_08445,2025-01-23,Profile,12.9,Balance Inquiry
LOG_00022633,CUST_00872,2025-07-19,Home,9.5,Card Management
LOG_00022634,CUST_07022,2026-03-07,Loans,7.6,Fund Transfer
LOG_00022635,CUST_01468,2023-07-05,Accounts,8.9,Fund Transfer
LOG_00022636,CUST_02455,2026-05-10,Profile,9.3,Card Management
LOG_00022637,CUST_00879,2025-02-02,KYC,6.5,Bill Payment
LOG_00022638,CUST_08467,2024-05-17,KYC,4.5,Profile
LOG_00022639,CUST_09521,2023-03-21,KYC,3.8,Fund Transfer
LOG_00022640,CUST_04356,2026-08-14,Accounts,14.1,Card Management
LOG_00022641,CUST_09308,2024-04-09,KYC,11.9,Login
LOG_00022642,CUST_02268,2025-03-03,Profile,10.0,Fund Transfer
LOG_00022643,CUST_07984,2024-01-19,Payments,3.6,Fund Transfer
LOG_00022644,CUST_07234,2025-11-14,Profile,8.0,Fund Transfer
LOG_00022645,CUST_00400,2026-05-06,Payments,11.3,Bill Payment
LOG_00022646,CUST_06254,2024-02-05,Home,6.1,Profile
LOG_00022647,CUST_00871,2026-07-23,Loans,1.7,Login
LOG_00022648,CUST_10073,2025-03-18,KYC,19.6,Card Management
LOG_00022649,CUST_05370,2024-01-16,Profile,14.2,Login
LOG_00022650,CUST_05886,2024-06-09,Payments,13.7,Card Management
LOG_00022651,CUST_01656,2025-05-27,Cards,4.7,Profile
LOG_00022652,CUST_05156,2026-03-05,Transfers,9.9,Card Management
LOG_00022653,CUST_04387,2024-04-20,Transfers,4.2,KYC Upload
LOG_00022654,CUST_09471,2023-02-06,KYC,12.0,Card Management
LOG_00022655,CUST_05940,2023-03-06,Accounts,9.5,KYC Upload
LOG_00022656,CUST_07886,2023-07-19,Accounts,5.6,Login
LOG_00022657,CUST_07912,2024-06-20,Accounts,13.6,Card Management
LOG_00022658,CUST_00087,2026-02-25,Accounts,13.5,Card Management
LOG_00022659,CUST_07368,2025-09-20,Loans,5.7,Fund Transfer
LOG_00022660,CUST_09574,2026-07-19,Profile,9.1,Card Management
LOG_00022661,CUST_09181,2025-04-18,Profile,6.3,Fund Transfer
LOG_00022662,CUST_04318,2023-07-08,Transfers,5.9,Login
LOG_00022663,CUST_07172,2026-06-09,Transfers,19.1,Balance Inquiry
LOG_00022664,CUST_03005,2025-08-05,Loans,21.6,Bill Payment
LOG_00022665,CUST_03258,2025-04-07,Loans,2.4,Bill Payment
LOG_00022666,CUST_02990,2023-08-10,Profile,6.4,KYC Upload
LOG_00022667,CUST_06707,2024-04-07,Loans,3.5,Balance Inquiry
LOG_00022668,CUST_01780,2023-01-17,Profile,23.5,KYC Upload
LOG_00022669,CUST_00962,2026-06-19,Home,42.5,KYC Upload
LOG_00022670,CUST_00029,2024-05-26,KYC,11.1,Card Management
LOG_00022671,CUST_05480,2023-03-08,Accounts,7.6,Card Management
LOG_00022672,CUST_00705,2023-10-23,Profile,5.8,Profile
LOG_00022673,CUST_04984,2023-03-21,Transfers,5.6,KYC Upload
LOG_00022674,CUST_09028,2024-02-21,Accounts,7.1,Bill Payment
LOG_00022675,CUST_05016,2026-02-19,Cards,7.0,Profile
LOG_00022676,CUST_04196,2024-07-06,Home,15.7,Bill Payment
LOG_00022677,CUST_01591,2026-06-12,Accounts,24.5,Fund Transfer
LOG_00022678,CUST_06663,2024-03-16,Profile,18.0,Balance Inquiry
LOG_00022679,CUST_03410,2023-10-04,Transfers,16.2,Balance Inquiry
LOG_00022680,CUST_02821,2024-06-11,Transfers,17.9,Fund Transfer
LOG_00022681,CUST_07828,2025-12-20,Payments,16.1,Balance Inquiry
LOG_00022682,CUST_07994,2026-03-13,Transfers,7.3,Card Management
LOG_00022683,CUST_04227,2024-12-19,Accounts,45.0,KYC Upload
LOG_00022684,CUST_02451,2024-09-10,Transfers,13.8,Card Management
LOG_00022685,CUST_05871,2023-05-31,Loans,18.4,Card Management
LOG_00022686,CUST_00939,2023-06-04,Transfers,19.1,Card Management
LOG_00022687,CUST_08219,2023-11-10,Cards,11.0,Card Management
LOG_00022688,CUST_09232,2026-06-22,Cards,20.2,Fund Transfer
LOG_00022689,CUST_07498,2026-04-24,Payments,5.9,Card Management
LOG_00022690,CUST_09843,2025-08-29,Loans,6.9,KYC Upload
LOG_00022691,CUST_01985,2023-09-14,Transfers,4.7,Card Management
LOG_00022692,CUST_03789,2026-05-29,Profile,3.2,Balance Inquiry
LOG_00022693,CUST_03686,2024-12-09,Payments,10.5,Balance Inquiry
LOG_00022694,CUST_04372,2024-04-29,Loans,2.8,Profile
LOG_00022695,CUST_04262,2023-11-26,KYC,6.8,Bill Payment
LOG_00022696,CUST_03297,2025-06-23,KYC,6.7,KYC Upload
LOG_00022697,CUST_00397,2023-01-12,Payments,8.2,Fund Transfer
LOG_00022698,CUST_00430,2025-08-05,Transfers,5.5,KYC Upload
LOG_00022699,CUST_08314,2023-04-18,Loans,2.9,KYC Upload
LOG_00022700,CUST_08026,2023-04-28,Transfers,11.5,Fund Transfer
LOG_00022701,CUST_05884,2023-09-16,Profile,6.1,KYC Upload
LOG_00022702,CUST_06756,2023-06-19,Profile,9.2,Balance Inquiry
LOG_00022703,CUST_05777,2024-10-06,Loans,20.5,Fund Transfer
LOG_00022704,CUST_06596,2024-05-27,Profile,8.9,Bill Payment
LOG_00022705,CUST_03583,2024-01-01,Payments,12.8,Card Management
LOG_00022706,CUST_03397,2024-06-01,Loans,12.5,Profile
LOG_00022707,CUST_02158,2024-03-07,Loans,1.4,KYC Upload
LOG_00022708,CUST_06282,2024-10-17,Accounts,13.2,KYC Upload
LOG_00022709,CUST_04454,2025-11-02,Loans,3.5,Fund Transfer
LOG_00022710,CUST_09089,2024-07-11,Cards,2.6,Card Management
LOG_00022711,CUST_03157,2023-08-19,Profile,13.4,KYC Upload
LOG_00022712,CUST_01318,2025-04-17,Profile,12.9,Card Management
LOG_00022713,CUST_00989,2023-06-13,Loans,10.0,Balance Inquiry
LOG_00022714,CUST_09120,2025-07-13,Cards,6.3,Card Management
LOG_00022715,CUST_02396,2024-02-25,Loans,20.2,Card Management
LOG_00022716,CUST_08674,2026-01-29,Transfers,13.3,Fund Transfer
LOG_00022717,CUST_03731,2023-02-14,Transfers,8.0,Fund Transfer
LOG_00022718,CUST_02448,2023-09-10,Profile,5.9,KYC Upload
LOG_00022719,CUST_04008,2026-03-31,Loans,12.0,Fund Transfer
LOG_00022720,CUST_00344,2023-08-17,Payments,6.2,Fund Transfer
LOG_00022721,CUST_09872,2024-01-20,Transfers,6.6,Balance Inquiry
LOG_00022722,CUST_09444,2023-12-09,Cards,2.4,Bill Payment
LOG_00022723,CUST_06017,2025-10-02,Profile,8.2,KYC Upload
LOG_00022724,CUST_07048,2023-12-17,Home,9.6,Bill Payment
LOG_00022725,CUST_09816,2026-04-13,KYC,4.8,Login
LOG_00022726,CUST_06736,2026-05-05,KYC,13.8,Fund Transfer
LOG_00022727,CUST_01449,2025-02-28,Payments,3.2,Login
LOG_00022728,CUST_05517,2025-01-19,Profile,8.1,Login
LOG_00022729,CUST_03402,2024-08-25,Transfers,4.8,Login
LOG_00022730,CUST_00484,2025-07-20,Cards,4.5,Card Management
LOG_00022731,CUST_01824,2024-11-18,Payments,5.9,KYC Upload
LOG_00022732,CUST_08483,2024-02-03,Payments,24.0,Bill Payment
LOG_00022733,CUST_03760,2026-02-09,Profile,7.8,Fund Transfer
LOG_00022734,CUST_06297,2023-02-01,Payments,13.3,Fund Transfer
LOG_00022735,CUST_04429,2026-02-24,Loans,17.7,Fund Transfer
LOG_00022736,CUST_07370,2025-04-17,KYC,5.8,Fund Transfer
LOG_00022737,CUST_01682,2025-04-14,Transfers,5.8,Login
LOG_00022738,CUST_04026,2023-06-20,Home,12.0,Card Management
LOG_00022739,CUST_06146,2025-07-11,Loans,13.5,KYC Upload
LOG_00022740,CUST_05085,2026-04-07,Profile,13.6,Fund Transfer
LOG_00022741,CUST_09601,2024-08-26,Cards,6.4,Fund Transfer
LOG_00022742,CUST_06448,2026-02-19,Loans,7.0,Profile
LOG_00022743,CUST_04167,2026-05-03,Profile,21.7,Login
LOG_00022744,CUST_08681,2023-12-17,Payments,10.3,Balance Inquiry
LOG_00022745,CUST_00563,2026-05-18,Cards,6.2,KYC Upload
LOG_00022746,CUST_07749,2024-03-22,Loans,9.7,Card Management
LOG_00022747,CUST_02171,2024-10-25,Cards,11.1,Login
LOG_00022748,CUST_08592,2026-01-30,Accounts,11.4,KYC Upload
LOG_00022749,CUST_02646,2023-09-06,Home,12.2,Balance Inquiry
LOG_00022750,CUST_06274,2023-06-18,Transfers,15.5,Bill Payment
LOG_00022751,CUST_04238,2024-05-23,Payments,1.4,Balance Inquiry
LOG_00022752,CUST_05575,2024-04-30,Transfers,2.7,Fund Transfer
LOG_00022753,CUST_03588,2024-09-12,Loans,1.3,Balance Inquiry
LOG_00022754,CUST_09291,2024-06-28,Transfers,19.7,Bill Payment
LOG_00022755,CUST_02571,2024-02-14,Payments,10.4,Login
LOG_00022756,CUST_07767,2024-04-27,Payments,14.3,Login
LOG_00022757,CUST_10062,2025-07-31,Loans,3.5,KYC Upload
LOG_00022758,CUST_03493,2023-09-18,Home,5.3,Card Management
LOG_00022759,CUST_06859,2025-02-23,Home,8.2,KYC Upload
LOG_00022760,CUST_07788,2026-06-15,Transfers,35.2,Card Management
LOG_00022761,CUST_02830,2024-05-05,KYC,13.2,KYC Upload
LOG_00022762,CUST_07986,2026-05-02,Accounts,9.0,Card Management
LOG_00022763,CUST_07942,2023-08-16,Loans,7.2,KYC Upload
LOG_00022764,CUST_00581,2026-05-10,KYC,8.4,Bill Payment
LOG_00022765,CUST_07915,2024-01-22,KYC,8.7,Login
LOG_00022766,CUST_00053,2023-02-19,Home,2.3,Login
LOG_00022767,CUST_07855,2024-05-07,Accounts,1.8,Login
LOG_00022768,CUST_07324,2024-08-05,Payments,22.5,Fund Transfer
LOG_00022769,CUST_08490,2023-04-10,Profile,3.3,Login
LOG_00022770,CUST_05213,2024-10-28,Transfers,12.3,
LOG_00022771,CUST_08254,2025-05-05,Accounts,8.9,Login
LOG_00022772,CUST_03655,2024-09-02,Profile,6.4,
LOG_00022773,CUST_03989,2024-10-12,Loans,9.2,Profile
LOG_00022774,CUST_03812,2024-03-31,Loans,1.9,Balance Inquiry
LOG_00022775,CUST_04488,2023-12-09,Profile,7.0,Balance Inquiry
LOG_00022776,CUST_01054,2023-08-19,Accounts,22.7,Login
LOG_00022777,CUST_04129,2026-01-22,Cards,5.6,Fund Transfer
LOG_00022778,CUST_03596,2026-07-01,KYC,16.1,Profile
LOG_00022779,CUST_04179,2025-09-27,Accounts,4.9,KYC Upload
LOG_00022780,CUST_09951,2025-07-05,Transfers,17.3,Card Management
LOG_00022781,CUST_00565,2025-07-22,Payments,22.0,Fund Transfer
LOG_00022782,CUST_08864,2025-04-17,Home,7.7,Card Management
LOG_00022783,CUST_00331,2025-11-26,KYC,7.5,Login
LOG_00022784,CUST_00900,2023-02-10,Accounts,12.1,Login
LOG_00022785,CUST_06807,2023-05-16,Profile,19.5,Bill Payment
LOG_00022786,CUST_00412,2025-08-03,Accounts,6.6,Bill Payment
LOG_00022787,CUST_03647,2025-06-29,Transfers,1.3,Fund Transfer
LOG_00022788,CUST_07441,2025-03-21,Transfers,11.9,Profile
LOG_00022789,CUST_09836,2023-02-12,Cards,15.9,Profile
LOG_00022790,CUST_00446,2026-07-11,Profile,11.7,KYC Upload
LOG_00022791,CUST_09715,2024-12-16,Cards,7.0,Login
LOG_00022792,CUST_07716,2023-03-28,Transfers,16.4,Fund Transfer
LOG_00022793,CUST_08596,2024-02-17,Home,1.9,Fund Transfer
LOG_00022794,CUST_07239,2024-10-24,Payments,11.5,Fund Transfer
LOG_00022795,CUST_04069,2024-01-30,Cards,15.7,Fund Transfer
LOG_00022796,CUST_01568,2023-03-01,Loans,9.6,KYC Upload
LOG_00022797,CUST_06909,2024-03-11,Payments,12.7,Card Management
LOG_00022798,CUST_03628,2024-09-17,KYC,8.3,Bill Payment
LOG_00022799,CUST_01469,2026-05-12,Cards,11.8,Fund Transfer
LOG_00022800,CUST_09631,2024-05-23,Cards,11.2,KYC Upload
LOG_00022801,CUST_05114,2023-10-12,Payments,10.0,Balance Inquiry
LOG_00022802,CUST_05794,2026-01-27,KYC,10.5,Fund Transfer
LOG_00022803,CUST_09352,2025-05-06,Transfers,4.9,KYC Upload
LOG_00022804,CUST_07377,2024-12-10,Cards,22.5,Balance Inquiry
LOG_00022805,CUST_03144,2024-12-08,KYC,11.2,Profile
LOG_00022806,CUST_00213,2026-03-09,KYC,2.8,KYC Upload
LOG_00022807,CUST_02421,2023-01-07,Cards,14.0,Login
LOG_00022808,CUST_05495,2023-02-06,Home,21.3,Balance Inquiry
LOG_00022809,CUST_09184,2026-03-12,Accounts,11.0,KYC Upload
LOG_00022810,CUST_01249,2025-12-02,Payments,5.8,Bill Payment
LOG_00022811,CUST_05895,2026-04-21,Cards,15.2,
LOG_00022812,CUST_01269,2024-08-19,Home,17.8,
LOG_00022813,CUST_07916,2025-11-02,Profile,2.6,Profile
LOG_00022814,CUST_01522,2024-10-11,KYC,7.2,Profile
LOG_00022815,CUST_03820,2025-05-05,Accounts,8.0,KYC Upload
LOG_00022816,CUST_06707,2025-05-10,Transfers,4.7,Bill Payment
LOG_00022817,CUST_07888,2023-11-17,Cards,5.4,KYC Upload
LOG_00022818,CUST_10045,2025-11-30,Accounts,19.9,Fund Transfer
LOG_00022819,CUST_09959,2025-05-13,Transfers,4.3,Balance Inquiry
LOG_00022820,CUST_04283,2023-06-20,Accounts,24.1,KYC Upload
LOG_00022821,CUST_00345,2023-09-11,Profile,9.9,Card Management
LOG_00022822,CUST_05746,2024-07-19,KYC,11.3,Bill Payment
LOG_00022823,CUST_08816,2026-05-07,KYC,18.4,Fund Transfer
LOG_00022824,CUST_05426,2026-08-04,Transfers,9.5,Login
LOG_00022825,CUST_08547,2024-03-07,Loans,1.0,Login
LOG_00022826,CUST_00991,2026-03-08,KYC,3.3,
LOG_00022827,CUST_08944,2025-04-02,Profile,19.4,Bill Payment
LOG_00022828,CUST_01096,2025-02-28,KYC,8.6,Login
LOG_00022829,CUST_03351,2024-06-21,Accounts,12.4,Profile
LOG_00022830,CUST_07460,2023-05-02,Home,17.0,Fund Transfer
LOG_00022831,CUST_00672,2025-01-18,Profile,2.8,KYC Upload
LOG_00022832,CUST_01232,2023-10-02,Cards,13.2,Profile
LOG_00022833,CUST_04646,2026-03-19,Accounts,27.2,Profile
LOG_00022834,CUST_02350,2026-05-05,Transfers,13.6,Fund Transfer
LOG_00022835,CUST_00127,2024-03-21,Transfers,2.1,Fund Transfer
LOG_00022836,CUST_04480,2024-04-02,KYC,20.2,KYC Upload
LOG_00022837,CUST_08005,2026-06-11,Home,8.3,Fund Transfer
LOG_00022838,CUST_09413,2025-07-05,Profile,19.1,Login
LOG_00022839,CUST_06109,2026-05-29,Cards,4.9,Card Management
LOG_00022840,CUST_00137,2026-07-14,Cards,11.2,KYC Upload
LOG_00022841,CUST_07088,2024-11-12,Payments,10.4,Profile
LOG_00022842,CUST_05837,2024-11-09,Profile,12.3,KYC Upload
LOG_00022843,CUST_00612,2024-05-23,Accounts,7.1,Fund Transfer
LOG_00022844,CUST_01724,2024-08-18,Cards,19.1,KYC Upload
LOG_00022845,CUST_05713,2026-08-12,Accounts,1.5,Fund Transfer
LOG_00022846,CUST_05939,2024-04-06,Cards,5.1,Card Management
LOG_00022847,CUST_06931,2024-10-07,Payments,4.4,Bill Payment
LOG_00022848,CUST_08438,2023-08-27,Loans,16.2,Login
LOG_00022849,CUST_10073,2025-04-23,Cards,17.0,Balance Inquiry
LOG_00022850,CUST_02183,2024-03-22,Loans,9.5,Fund Transfer
LOG_00022851,CUST_08548,2024-03-29,KYC,15.7,KYC Upload
LOG_00022852,CUST_06816,2023-11-23,Accounts,5.7,Login
LOG_00022853,CUST_02313,2023-09-13,Profile,18.1,Bill Payment
LOG_00022854,CUST_08231,2023-08-24,Profile,12.8,Bill Payment
LOG_00022855,CUST_04816,2025-07-06,Cards,9.0,KYC Upload
LOG_00022856,CUST_00814,2023-12-18,KYC,37.6,Login
LOG_00022857,CUST_01567,2025-08-03,Accounts,12.1,Card Management
LOG_00022858,CUST_08910,2023-09-16,Home,7.1,Fund Transfer
LOG_00022859,CUST_01250,2024-12-08,Transfers,15.0,Fund Transfer
LOG_00022860,CUST_06613,2025-12-05,Accounts,8.3,Balance Inquiry
LOG_00022861,CUST_09200,2025-10-22,Transfers,32.3,Fund Transfer
LOG_00022862,CUST_07792,2025-01-27,Loans,13.9,Balance Inquiry
LOG_00022863,CUST_06630,2025-09-06,Loans,4.8,Login
LOG_00022864,CUST_08490,2026-01-03,Payments,17.7,Bill Payment
LOG_00022865,CUST_02385,2025-12-25,Cards,3.8,Fund Transfer
LOG_00022866,CUST_02755,2024-02-10,Profile,11.8,Balance Inquiry
LOG_00022867,CUST_05022,2025-05-29,KYC,17.0,Profile
LOG_00022868,CUST_07673,2024-12-09,Loans,3.2,
LOG_00022869,CUST_09165,2024-10-16,Accounts,9.5,Balance Inquiry
LOG_00022870,CUST_05783,2023-09-22,Payments,11.2,Bill Payment
LOG_00022871,CUST_02929,2023-02-09,Profile,6.9,Balance Inquiry
LOG_00022872,CUST_08563,2026-06-27,Cards,7.1,Fund Transfer
LOG_00022873,CUST_07994,2026-05-29,Profile,9.5,KYC Upload
LOG_00022874,CUST_06468,2023-12-09,Loans,16.5,Login
LOG_00022875,CUST_03597,2023-09-05,KYC,9.4,Card Management
LOG_00022876,CUST_07238,2023-10-23,Home,2.9,Login
LOG_00022877,CUST_01210,2023-03-29,Home,4.3,Profile
LOG_00022878,CUST_06208,2023-05-07,Payments,4.4,KYC Upload
LOG_00022879,CUST_03982,2023-12-18,KYC,5.2,Login
LOG_00022880,CUST_04997,2025-10-28,KYC,15.0,Bill Payment
LOG_00022881,CUST_02933,2024-04-30,Accounts,12.0,Login
LOG_00022882,CUST_05384,2023-02-17,Transfers,13.0,Fund Transfer
LOG_00022883,CUST_01050,2024-07-30,Payments,1.0,Card Management
LOG_00022884,CUST_00104,2024-02-23,Payments,7.9,Fund Transfer
LOG_00022885,CUST_02968,2024-08-06,Home,27.0,Login
LOG_00022886,CUST_01511,2023-10-09,Home,10.1,Bill Payment
LOG_00022887,CUST_10000,2024-09-02,Loans,17.9,KYC Upload
LOG_00022888,CUST_04769,2025-03-28,Payments,4.7,KYC Upload
LOG_00022889,CUST_10085,2026-01-29,Transfers,10.6,Profile
LOG_00022890,CUST_03699,2023-11-18,Profile,12.0,Bill Payment
LOG_00022891,CUST_09188,2026-05-27,Loans,11.2,Bill Payment
LOG_00022892,CUST_02371,2026-08-07,Profile,5.1,Bill Payment
LOG_00022893,CUST_09952,2023-02-16,Transfers,16.6,Balance Inquiry
LOG_00022894,CUST_00512,2024-04-04,Profile,14.1,Fund Transfer
LOG_00022895,CUST_03080,2024-01-13,Payments,9.2,Login
LOG_00022896,CUST_00523,2025-02-11,Transfers,4.7,Balance Inquiry
LOG_00022897,CUST_02571,2023-08-16,Transfers,2.4,Fund Transfer
LOG_00022898,CUST_07384,2023-10-12,Transfers,4.9,Bill Payment
LOG_00022899,CUST_04479,2023-05-20,KYC,16.5,Balance Inquiry
LOG_00022900,CUST_10096,2026-06-11,Accounts,6.0,Fund Transfer
LOG_00022901,CUST_04755,2025-10-06,Loans,5.5,Card Management
LOG_00022902,CUST_02560,2026-02-26,Transfers,4.6,Profile
LOG_00022903,CUST_09835,2023-05-04,Accounts,5.3,Card Management
LOG_00022904,CUST_07092,2026-01-11,Payments,17.6,KYC Upload
LOG_00022905,CUST_04490,2023-11-04,Payments,7.7,Fund Transfer
LOG_00022906,CUST_05371,2025-03-27,Loans,14.7,Profile
LOG_00022907,CUST_07384,2024-05-17,Profile,17.8,Card Management
LOG_00022908,CUST_00013,2026-01-15,Transfers,13.0,Login
LOG_00022909,CUST_06804,2023-04-10,Home,9.9,Card Management
LOG_00022910,CUST_04304,2023-10-03,KYC,12.0,Balance Inquiry
LOG_00022911,CUST_09019,2025-07-07,Home,9.3,Fund Transfer
LOG_00022912,CUST_00346,2023-01-25,KYC,2.2,Balance Inquiry
LOG_00022913,CUST_07612,2024-01-23,Home,9.8,Profile
LOG_00022914,CUST_00026,2025-08-15,KYC,7.9,
LOG_00022915,CUST_06280,2023-09-13,Loans,4.6,Card Management
LOG_00022916,CUST_08677,2025-06-25,KYC,4.5,Login
LOG_00022917,CUST_03304,2025-10-05,Profile,7.1,Card Management
LOG_00022918,CUST_05964,2025-10-23,Loans,5.7,Bill Payment
LOG_00022919,CUST_03113,2025-12-22,Loans,12.2,Card Management
LOG_00022920,CUST_06997,2023-05-09,Accounts,10.6,Card Management
